Progress,Duration (in seconds),Finished,S1_1,S2_1,S3_1,S4_1,S5_1,S6_1,S7_1,S8_1,S9_1,S10_1,S11_1,S12_1,S13_1,S14_1,S15_1,S16_1,S17_1,S18_1,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A
100,365,TRUE,,,91,0,92,0,9,9,,,93,11,40,,,39,100,0,,46,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,explain the situation to his boss,crawl past the front desk,quickly try to redo the assignment,throw away all of the food,teleport into the concert,ask the parents if they know him,,,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,,,leave Todd to save herself,leave the store unattended,steal his dogs for extra speed
100,736,TRUE,,0,2,91,5,97,61,85,,,98,,,28,,70,93,100,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 8,,steal a passing driver's car,get an advance payday loan,borrow someone's phone,lie that her house burnt down,huddle to conserve energy,try to buy a ticket off another person,keep an eye on him,,,call emergency services,,,abandon his father,,give Todd her water,leave the store unattended,carry her competitor on her sled
100,667,TRUE,,90,5,80,90,90,,,25,10,0,,100,30,15,,,50,,30,Male,Hispanic / Latino,,Some College,Rung 3,,take a public bus,get an advance payday loan,crawl past the front desk,quickly try to redo the assignment,collect wood to start a fire,,,pull over and call 911,steal whatever she has on her,check that the doors are locked,,call the taxi company,buy his father a tent,sell all the food to the highest bidder,,,leave her dogs with him
100,220,TRUE,100,20,0,,100,100,,15,1,,,,0,3,0,100,,5,,41,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,take out a loan,demand that the airline delays the flight,stage a robbery,,call her mom,collect wood to start a fire,,tackle him and hold him down,tailgate the car,,,,blame it on the maid of honor,buy his father a tent,serve engine fuel to the passengers,hike until she finds cell service,,finish the race
100,682,TRUE,11,47,,,,22,61,11,28,,99,8,99,59,,,29,99,,35,Male,Hispanic / Latino,,Some College,Rung 4,commit credit card fraud,demand that the airline delays the flight,,,,boost morale with a three-legged race,pretend they are conjoined twins,ask the parents if they know him,pull over and call 911,,call emergency services,hide the knife in someone else's bag,borrow their mom’s wedding ring,get another job,,,leave the store unattended,carry her competitor on her sled
100,486,TRUE,68,4,40,,5,82,7,99,,15,99,,,,0,,8,86,,61,Female,White / Caucasian,,College Graduate (4 year),Rung 5,search for the medication on the black market,demand that the airline delays the flight,get an advance payday loan,,hypnotize the teacher,boost morale with a three-legged race,pretend they are conjoined twins,wave to the parents,,call her a cab,ask to use the mall's loudspeaker,,,,throw disobedient passengers off the boat,,leave the store unattended,carry her competitor on her sled
100,480,TRUE,50,,0,0,0,0,,,12,0,,100,100,0,,81,15,,,66,Male,White / Caucasian,,Some College,Rung 4,commit credit card fraud,,sell one of his kidneys,lie that she left her card inside,lie that her house burnt down,throw away all of the food,,,take a detour at the next exit,turn invisible,,ask to check the knife,tell his sister as soon as possible,abandon his father,,saw Todd’s arm off,tell his lawyer that he’s sick,
100,758,TRUE,50,0,50,,0,15,65,30,,35,,0,,,30,40,,0,,33,Male,Hispanic / Latino,,High School or equivalent,Rung 4,commit credit card fraud,steal a passing driver's car,get an advance payday loan,,lie that her house burnt down,boost morale with a three-legged race,pretend they are conjoined twins,ask the parents if they know him,,turn invisible,,hide the knife in someone else's bag,,,sell all the food to the highest bidder,leave Todd to save herself,,leave her dogs with him
100,311,TRUE,,0,0,76,0,,,10,,,65,25,0,0,41,0,0,,,42,Male,White / Caucasian,,Some College,Rung 3,,steal a passing driver's car,sell one of his kidneys,pay for a day-pass to the gym,lie that her house burnt down,,,tackle him and hold him down,,,call emergency services,take a train instead,blame it on the maid of honor,abandon his father,ration their food,get her arm stuck in solidarity,stage a break-in at the store,
100,818,TRUE,,0,,,,0,15,0,0,0,0,0,90,14,0,,72,,,27,Female,White / Caucasian,,High School or equivalent,Rung 2,,steal a passing driver's car,,,,boost morale with a three-legged race,teleport into the concert,read his mind,ram into the car,turn invisible,slash the tires,store the knife in an airport locker,run away,pitch his situation to a reality TV network,sell all the food to the highest bidder,,ask a friend to take over,
100,193,TRUE,93,92,72,77,100,,19,79,,,0,80,6,,,,87,90,,28,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 5,take out a loan,reschedule for a later flight,overcharge the next customers,crawl past the front desk,call her mom,,steal someone else's ticket,keep an eye on him,,,ask to use the mall's loudspeaker,store the knife in an airport locker,run away,,,,call his lawyer,call for help
100,624,TRUE,9,,0,99,0,,,0,36,13,11,,9,,1,,53,6,,36,Female,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 7,commit credit card fraud,,sell one of his kidneys,borrow someone's phone,lie that her house burnt down,,,make cat noises at him until he leaves,honk an angry message in Morse code,yell in gibberish until she leaves,pour water on the car to cool it,,run away,,throw disobedient passengers off the boat,,tell his lawyer that he’s sick,hide him in the snow
100,356,TRUE,82,0,96,,,91,1,31,0,,4,,75,38,82,83,,,,31,Male,White / Caucasian,,Some College,Rung 3,start a fundraiser,steal a passing driver's car,explain the situation to his boss,,,collect wood to start a fire,steal someone else's ticket,wave to the parents,ram into the car,,slash the tires,,tell his sister as soon as possible,abandon his father,ration their food,give Todd her water,,
100,734,TRUE,,7,11,69,71,3,,,10,6,2,,,71,67,9,,40,,43,Male,White / Caucasian,,Some College,Rung 5,,reschedule for a later flight,stage a robbery,pay for a day-pass to the gym,bring in the assignment the next day,throw away all of the food,,,tailgate the car,steal whatever she has on her,check that the doors are locked,,,get another job,request supplies to be airdropped,leave Todd to save herself,,hide him in the snow
100,822,TRUE,80,0,0,,0,11,0,26,1,,1,,7,86,,,82,,,28,Female,White / Caucasian,,Master's Degree (MS),Rung 6,search for the medication on the black market,steal a passing driver's car,sell one of his kidneys,,hypnotize the teacher,steal all of the food and water,pretend they are conjoined twins,ask the parents if they know him,take a detour at the next exit,,light a fire under the car,,blame it on the maid of honor,check in on his father daily,,,lock up the store,
100,496,TRUE,,51,,11,,,,80,0,,0,0,0,0,28,20,31,100,,34,Male,Black / African American,,College Graduate (4 year),Rung 5,,call a taxi,,lie that she left her card inside,,,,wave to the parents,honk an angry message in Morse code,,slash the tires,pretend the knife is part of a hip replacement,steal someone else’s ring,buy his father a tent,throw disobedient passengers off the boat,get her arm stuck in solidarity,tell his lawyer that he’s sick,call for help
100,273,TRUE,62,,,18,41,,0,0,0,0,15,61,,,35,,95,0,,38,Male,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,,,pay for a day-pass to the gym,bring in the assignment the next day,,give her ticket to Ted,tackle him and hold him down,ram into the car,yell in gibberish until she leaves,check that the doors are locked,ask to check the knife,,,organize a fishing crew,,lock up the store,hide him in the snow
100,257,TRUE,100,,,,100,100,,20,,0,,1,0,90,100,0,90,50,,25,Female,Black / African American,,Some College,Rung 3,switch insurance plans,,,,bring in the assignment the next day,huddle to conserve energy,,make cat noises at him until he leaves,,yell in gibberish until she leaves,,pretend the knife is part of a hip replacement,steal someone else’s ring,move into his father’s apartment,organize a fishing crew,yell at Todd for getting stuck,ask a friend to take over,leave her dogs with him
100,206,TRUE,,0,100,,,45,,53,64,31,100,,,0,0,46,0,0,,30,Female,White / Caucasian,,Some College,Rung 6,,demand that the airline delays the flight,explain the situation to his boss,,,search for a water source,,make cat noises at him until he leaves,take a detour at the next exit,take her to his house but no further,check that the doors are locked,,,pitch his situation to a reality TV network,sell all the food to the highest bidder,give Todd her water,stage a break-in at the store,hide him in the snow
100,203,TRUE,85,5,0,80,40,,0,,0,0,,90,95,0,,0,,,,32,Male,White / Caucasian,,Master's Degree (MS),Rung 5,start a fundraiser,try to convince a passing driver to trade cars,overcharge the next customers,borrow someone's phone,quickly try to redo the assignment,,go without Ted,,honk an angry message in Morse code,steal whatever she has on her,,store the knife in an airport locker,call the taxi company,pitch his situation to a reality TV network,,get her arm stuck in solidarity,,
100,357,TRUE,,95,,20,80,85,10,,,10,90,0,0,75,,,0,100,,74,Male,White / Caucasian,,Doctoral Degree (PhD),Rung 7,,reschedule for a later flight,,renew her membership,bring in the assignment the next day,huddle to conserve energy,try to buy a ticket off another person,,,turn invisible,call emergency services,hide the knife in someone else's bag,run away,get another job,,,stage a break-in at the store,call for help
100,755,TRUE,100,10,1,1,,,2,,100,100,6,1,100,,,64,91,,,32,Male,White / Caucasian,,College Graduate (4 year),Rung 6,switch insurance plans,steal a passing driver's car,overcharge the next customers,pull the fire alarm,,,steal someone else's ticket,,tailgate the car,call her a cab,pour water on the car to cool it,hide the knife in someone else's bag,tell his sister as soon as possible,,,get her arm stuck in solidarity,lock up the store,
100,148,TRUE,91,64,39,64,,83,54,52,,,41,66,29,74,,,,78,,37,Male,White / Caucasian,,Some College,Rung 7,switch insurance plans,demand that the airline delays the flight,stage a robbery,renew her membership,,huddle to conserve energy,go without Ted,tackle him and hold him down,,,slash the tires,threaten security with the knife,borrow their mom’s wedding ring,abandon his father,,,,call for help
100,899,TRUE,1,,0,,74,93,82,70,,50,,,72,2,,14,1,0,,36,Male,Asian / Pacific Islander,,Master's Degree (MS),Rung 2,commit credit card fraud,,sell one of his kidneys,,call her mom,search for a water source,go without Ted,wave to the parents,,refuse to drive her,,,call the taxi company,pitch his situation to a reality TV network,,saw Todd’s arm off,ask a friend to take over,hide him in the snow
100,189,TRUE,90,65,,,0,0,50,,0,0,,80,,,0,50,85,30,,59,Female,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 5,commit credit card fraud,reschedule for a later flight,,,copy a friend's assignment,throw away all of the food,try to buy a ticket off another person,,honk an angry message in Morse code,refuse to drive her,,take a train instead,,,serve engine fuel to the passengers,leave Todd to save herself,ask a friend to take over,carry her competitor on her sled
100,824,TRUE,3,,,85,3,30,,12,,,,76,99,16,74,5,7,5,,41,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,go on strike for better wages,,,borrow someone's phone,call her mom,steal all of the food and water,,ask the parents if they know him,,,,store the knife in an airport locker,call the taxi company,check in on his father daily,serve engine fuel to the passengers,saw Todd’s arm off,call his lawyer,steal his dogs for extra speed
100,232,TRUE,70,,76,31,100,,,1,34,,0,1,1,73,84,94,,,,30,Female,White / Caucasian,,Some College,Rung 3,go on strike for better wages,,get an advance payday loan,pay for a day-pass to the gym,call her mom,,,wave to the parents,tailgate the car,,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,steal someone else’s ring,check in on his father daily,request supplies to be airdropped,leave Todd to save herself,,
100,173,TRUE,59,,16,7,,,9,32,72,0,0,55,0,5,,,41,,,27,Female,White / Caucasian,,College Graduate (4 year),Rung 3,search for the medication on the black market,,pay the money from his own wallet,crawl past the front desk,,,give her ticket to Ted,ask the parents if they know him,pull over and call 911,steal whatever she has on her,light a fire under the car,ask to check the knife,blame it on the maid of honor,abandon his father,,,tell his lawyer that he’s sick,
100,893,TRUE,51,,100,,100,10,54,,100,51,100,100,9,,,75,61,,,51,Male,Black / African American,,College Graduate (4 year),Rung 5,go on strike for better wages,,explain the situation to his boss,,bring in the assignment the next day,steal all of the food and water,try to buy a ticket off another person,,pull over and call 911,yell in gibberish until she leaves,call emergency services,store the knife in an airport locker,steal someone else’s ring,,,saw Todd’s arm off,call his lawyer,
100,817,TRUE,,,,2,11,5,8,6,31,,6,69,,52,70,,2,2,,33,Female,Hispanic / Latino,,College Graduate (4 year),Rung 6,,,,lie that she left her card inside,lie that her house burnt down,steal all of the food and water,give her ticket to Ted,make cat noises at him until he leaves,tailgate the car,,pour water on the car to cool it,ask to check the knife,,check in on his father daily,ration their food,,stage a break-in at the store,carry her competitor on her sled
100,193,TRUE,,100,0,,,0,,,100,0,,0,0,30,0,50,72,51,,25,Female,Asian / Pacific Islander,,College Graduate (4 year),,,call a taxi,stage a robbery,,,steal all of the food and water,,,pull over and call 911,yell in gibberish until she leaves,,threaten security with the knife,run away,buy his father a tent,sell all the food to the highest bidder,yell at Todd for getting stuck,leave the store unattended,leave her dogs with him
100,256,TRUE,,81,,74,0,19,15,68,,51,49,,,,44,47,65,50,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,try to convince a passing driver to trade cars,,pull the fire alarm,hypnotize the teacher,throw away all of the food,try to buy a ticket off another person,read his mind,,turn invisible,check that the doors are locked,,,,request supplies to be airdropped,saw Todd’s arm off,call his lawyer,leave her dogs with him
100,321,TRUE,30,80,,60,100,,,,0,0,0,0,,100,100,0,,100,,44,Male,White / Caucasian,,College Graduate (4 year),Rung 6,commit credit card fraud,take a public bus,,lie that she left her card inside,bring in the assignment the next day,,,,honk at the driver until they pull over,refuse to drive her,pour water on the car to cool it,pretend the knife is part of a hip replacement,,move into his father’s apartment,ration their food,get her arm stuck in solidarity,,carry her competitor on her sled
100,509,TRUE,,65,,40,,,2,10,,35,70,1,90,,5,40,75,10,,32,Male,White / Caucasian,,Some College,Rung 3,,reschedule for a later flight,,renew her membership,,,steal someone else's ticket,read his mind,,take her to his house but no further,ask to use the mall's loudspeaker,threaten security with the knife,call the taxi company,,sell all the food to the highest bidder,saw Todd’s arm off,ask a friend to take over,finish the race
100,939,TRUE,53,96,0,,83,,0,58,,,0,,,0,0,0,50,0,,38,Female,White / Caucasian,,High School or equivalent,Rung 5,start a fundraiser,reschedule for a later flight,stage a robbery,,bring in the assignment the next day,,give her ticket to Ted,ask the parents if they know him,,,light a fire under the car,,,pitch his situation to a reality TV network,serve engine fuel to the passengers,leave Todd to save herself,tell his lawyer that he’s sick,carry her competitor on her sled
100,874,TRUE,,100,,0,70,0,,40,,100,,,0,1,95,50,93,91,,32,Male,Black / African American,,College Graduate (4 year),Rung 7,,take a public bus,,lie that she left her card inside,quickly try to redo the assignment,steal all of the food and water,,tackle him and hold him down,,call her a cab,,,blame it on the maid of honor,buy his father a tent,request supplies to be airdropped,get her arm stuck in solidarity,lock up the store,call for help
100,510,TRUE,,,1,88,,100,93,100,,100,,0,100,,0,100,100,7,,30,Female,Black / African American,,College Graduate (4 year),Rung 6,,,stage a robbery,renew her membership,,boost morale with a three-legged race,teleport into the concert,make cat noises at him until he leaves,,take her to his house but no further,,hide the knife in someone else's bag,borrow their mom’s wedding ring,,sell all the food to the highest bidder,hike until she finds cell service,tell his lawyer that he’s sick,finish the race
100,478,TRUE,24,45,0,,0,4,51,,1,,,1,87,100,,0,100,,,32,Female,White / Caucasian,,College Graduate (4 year),Rung 4,commit credit card fraud,try to convince a passing driver to trade cars,sell one of his kidneys,,lie that her house burnt down,boost morale with a three-legged race,teleport into the concert,,ram into the car,,,hide the knife in someone else's bag,tell his sister as soon as possible,get another job,,yell at Todd for getting stuck,lock up the store,
100,596,TRUE,,50,50,0,0,0,,,,0,,0,75,100,,50,75,0,,68,Male,White / Caucasian,,Some College,Rung 3,,demand that the airline delays the flight,pay the money from his own wallet,crawl past the front desk,copy a friend's assignment,throw away all of the food,,,,call her a cab,,pretend the knife is part of a hip replacement,borrow their mom’s wedding ring,move into his father’s apartment,,hike until she finds cell service,ask a friend to take over,steal his dogs for extra speed
100,311,TRUE,95,,,85,90,95,5,45,,10,95,,30,,5,,95,5,,34,Male,White / Caucasian,,Some College,Rung 5,take out a loan,,,borrow someone's phone,quickly try to redo the assignment,search for a water source,go without Ted,keep an eye on him,,refuse to drive her,call emergency services,,borrow their mom’s wedding ring,,throw disobedient passengers off the boat,,ask a friend to take over,steal his dogs for extra speed
100,1070,TRUE,63,51,52,4,,,20,99,,,32,,5,50,93,7,99,,,28,Female,Black / African American,,Some College,Rung 3,search for the medication on the black market,take a public bus,explain the situation to his boss,lie that she left her card inside,,,teleport into the concert,ask the parents if they know him,,,ask to use the mall's loudspeaker,,steal someone else’s ring,move into his father’s apartment,request supplies to be airdropped,saw Todd’s arm off,lock up the store,
100,1163,TRUE,69,4,,,12,,77,62,,3,,96,6,33,,1,57,58,,21,Female,Black / African American,,Some College,Rung 3,take out a loan,steal a passing driver's car,,,hypnotize the teacher,,try to buy a ticket off another person,keep an eye on him,,turn invisible,,store the knife in an airport locker,run away,move into his father’s apartment,,yell at Todd for getting stuck,ask a friend to take over,carry her competitor on her sled
100,280,TRUE,,15,,0,0,,,0,,0,55,50,,0,0,0,0,0,,31,Male,White / Caucasian,,Some College,Rung 4,,call a taxi,,pull the fire alarm,lie that her house burnt down,,,make cat noises at him until he leaves,,take her to his house but no further,call emergency services,ask to check the knife,,check in on his father daily,organize a fishing crew,give Todd her water,stage a break-in at the store,finish the race
100,314,TRUE,,0,100,70,100,,,91,100,100,100,,,8,80,96,,10,,25,Male,White / Caucasian,,High School or equivalent,Rung 4,,steal a passing driver's car,explain the situation to his boss,pay for a day-pass to the gym,call her mom,,,wave to the parents,honk at the driver until they pull over,yell in gibberish until she leaves,ask to use the mall's loudspeaker,,,pitch his situation to a reality TV network,organize a fishing crew,hike until she finds cell service,,leave her dogs with him
100,189,TRUE,99,,0,96,7,100,0,,0,18,0,0,51,0,,,,,,51,Female,White / Caucasian,,Some College,Rung 5,start a fundraiser,,pay the money from his own wallet,renew her membership,copy a friend's assignment,search for a water source,pretend they are conjoined twins,,honk an angry message in Morse code,call her a cab,slash the tires,hide the knife in someone else's bag,borrow their mom’s wedding ring,abandon his father,,,,
100,159,TRUE,71,,,0,,,,0,,7,40,0,90,6,76,33,0,73,,58,Female,White / Caucasian,,College Graduate (4 year),Rung 7,switch insurance plans,,,pull the fire alarm,,,,read his mind,,yell in gibberish until she leaves,check that the doors are locked,take a train instead,tell his sister as soon as possible,buy his father a tent,organize a fishing crew,yell at Todd for getting stuck,call his lawyer,call for help
100,191,TRUE,100,0,0,,,,0,,1,0,0,59,,,0,7,100,0,,48,Female,White / Caucasian,,College Graduate (4 year),Rung 4,search for the medication on the black market,try to convince a passing driver to trade cars,get an advance payday loan,,,,pretend they are conjoined twins,,pull over and call 911,refuse to drive her,light a fire under the car,ask to check the knife,,,sell all the food to the highest bidder,give Todd her water,call his lawyer,steal his dogs for extra speed
100,294,TRUE,,24,1,,71,85,0,,50,0,,,0,,100,20,70,0,,52,Female,White / Caucasian,,College Graduate (4 year),Rung 6,,call a taxi,get an advance payday loan,,call her mom,huddle to conserve energy,steal someone else's ticket,,honk at the driver until they pull over,take her to his house but no further,,,run away,,ration their food,give Todd her water,tell his lawyer that he’s sick,leave her dogs with him
100,282,TRUE,100,0,100,0,95,,,0,,20,0,40,,91,,,71,1,,36,Female,White / Caucasian,,Some College,Rung 3,switch insurance plans,steal a passing driver's car,explain the situation to his boss,crawl past the front desk,bring in the assignment the next day,,,read his mind,,refuse to drive her,slash the tires,take a train instead,,check in on his father daily,,,tell his lawyer that he’s sick,call for help
100,206,TRUE,,7,22,3,6,0,,1,2,0,7,6,7,,,,,5,,33,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 3,,demand that the airline delays the flight,get an advance payday loan,lie that she left her card inside,call her mom,throw away all of the food,,make cat noises at him until he leaves,honk an angry message in Morse code,turn invisible,ask to use the mall's loudspeaker,hide the knife in someone else's bag,call the taxi company,,,,,steal his dogs for extra speed
100,197,TRUE,,,61,26,2,94,5,79,,10,,,13,31,9,,91,12,,35,Male,Black / African American,,College Graduate (4 year),Rung 6,,,pay the money from his own wallet,renew her membership,hypnotize the teacher,collect wood to start a fire,give her ticket to Ted,ask the parents if they know him,,steal whatever she has on her,,,borrow their mom’s wedding ring,buy his father a tent,serve engine fuel to the passengers,,call his lawyer,leave her dogs with him
100,307,TRUE,88,,,18,,10,0,10,0,,0,27,0,100,0,19,,,,36,Female,White / Caucasian,,High School or equivalent,Rung 3,search for the medication on the black market,,,lie that she left her card inside,,boost morale with a three-legged race,steal someone else's ticket,make cat noises at him until he leaves,ram into the car,,pour water on the car to cool it,pretend the knife is part of a hip replacement,steal someone else’s ring,check in on his father daily,serve engine fuel to the passengers,leave Todd to save herself,,
100,360,TRUE,0,,0,0,100,,,100,,0,0,0,0,100,100,,,100,,45,Male,White / Caucasian,,College Graduate (4 year),Rung 5,go on strike for better wages,,stage a robbery,crawl past the front desk,quickly try to redo the assignment,,,ask the parents if they know him,,take her to his house but no further,ask to use the mall's loudspeaker,pretend the knife is part of a hip replacement,steal someone else’s ring,get another job,ration their food,,,carry her competitor on her sled
100,231,TRUE,15,100,,,0,,0,10,95,0,0,90,,0,,0,70,,,37,Female,White / Caucasian,,College Graduate (4 year),Rung 4,start a fundraiser,reschedule for a later flight,,,copy a friend's assignment,,teleport into the concert,ask the parents if they know him,pull over and call 911,take her to his house but no further,slash the tires,store the knife in an airport locker,,buy his father a tent,,get her arm stuck in solidarity,lock up the store,
100,182,TRUE,25,,51,,,,65,,71,87,50,60,,38,64,75,44,78,,30,Male,Black / African American,,College Graduate (4 year),Rung 6,take out a loan,,explain the situation to his boss,,,,go without Ted,,tailgate the car,yell in gibberish until she leaves,check that the doors are locked,threaten security with the knife,,move into his father’s apartment,organize a fishing crew,yell at Todd for getting stuck,ask a friend to take over,finish the race
100,346,TRUE,,50,0,0,20,85,5,0,0,,,,,,85,0,0,0,,39,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,reschedule for a later flight,pay the money from his own wallet,renew her membership,bring in the assignment the next day,search for a water source,try to buy a ticket off another person,read his mind,tailgate the car,,,,,,ration their food,saw Todd’s arm off,leave the store unattended,finish the race
100,337,TRUE,85,,0,79,32,0,,40,100,,100,0,0,0,,,,0,,31,Male,Asian / Pacific Islander,,Some College,Rung 5,search for the medication on the black market,,sell one of his kidneys,pay for a day-pass to the gym,copy a friend's assignment,boost morale with a three-legged race,,tackle him and hold him down,take a detour at the next exit,,call emergency services,threaten security with the knife,blame it on the maid of honor,pitch his situation to a reality TV network,,,,steal his dogs for extra speed
100,284,TRUE,,,,51,,0,0,,50,9,,0,0,100,0,0,0,100,,65,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,,pay for a day-pass to the gym,,steal all of the food and water,teleport into the concert,,take a detour at the next exit,refuse to drive her,,pretend the knife is part of a hip replacement,tell his sister as soon as possible,get another job,sell all the food to the highest bidder,leave Todd to save herself,stage a break-in at the store,carry her competitor on her sled
100,325,TRUE,70,,10,,0,,30,5,5,0,0,60,20,25,,,,0,,48,Male,White / Caucasian,,Some College,Rung 3,switch insurance plans,,overcharge the next customers,,lie that her house burnt down,,try to buy a ticket off another person,tackle him and hold him down,honk at the driver until they pull over,call her a cab,light a fire under the car,take a train instead,steal someone else’s ring,abandon his father,,,,hide him in the snow
100,318,TRUE,100,0,0,0,0,0,,10,,,60,,0,,0,0,,0,,34,Female,White / Caucasian,,College Graduate (4 year),Rung 4,take out a loan,try to convince a passing driver to trade cars,overcharge the next customers,lie that she left her card inside,lie that her house burnt down,boost morale with a three-legged race,,wave to the parents,,,check that the doors are locked,,blame it on the maid of honor,,throw disobedient passengers off the boat,get her arm stuck in solidarity,,hide him in the snow
100,418,TRUE,70,49,5,69,,56,69,71,67,,12,,,,,85,69,26,,37,Male,White / Caucasian,,College Graduate (4 year),Rung 6,start a fundraiser,reschedule for a later flight,sell one of his kidneys,borrow someone's phone,,collect wood to start a fire,give her ticket to Ted,keep an eye on him,honk at the driver until they pull over,,light a fire under the car,,,,,hike until she finds cell service,leave the store unattended,finish the race
100,381,TRUE,,20,0,15,11,90,18,30,60,,,,,,0,6,66,80,,33,Male,Black / African American,,High School or equivalent,Rung 3,,take a public bus,stage a robbery,crawl past the front desk,lie that her house burnt down,collect wood to start a fire,go without Ted,ask the parents if they know him,tailgate the car,,,,,,sell all the food to the highest bidder,yell at Todd for getting stuck,ask a friend to take over,call for help
100,495,TRUE,,0,,,30,0,45,,75,0,,95,40,80,100,75,10,,,26,Female,White / Caucasian,,Master's Degree (MS),Rung 6,,steal a passing driver's car,,,quickly try to redo the assignment,throw away all of the food,try to buy a ticket off another person,,take a detour at the next exit,steal whatever she has on her,,ask to check the knife,tell his sister as soon as possible,move into his father’s apartment,request supplies to be airdropped,saw Todd’s arm off,stage a break-in at the store,
100,479,TRUE,9,100,,94,,0,,,,0,75,100,100,32,0,8,87,,,54,Male,Hispanic / Latino,,College Graduate (4 year),Rung 5,go on strike for better wages,call a taxi,,borrow someone's phone,,steal all of the food and water,,,,turn invisible,pour water on the car to cool it,ask to check the knife,call the taxi company,move into his father’s apartment,serve engine fuel to the passengers,leave Todd to save herself,lock up the store,
100,487,TRUE,0,100,0,,0,,95,,,20,100,,0,100,0,80,0,,,64,Male,White / Caucasian,,Some College,Rung 7,commit credit card fraud,take a public bus,overcharge the next customers,,hypnotize the teacher,,go without Ted,,,call her a cab,ask to use the mall's loudspeaker,,blame it on the maid of honor,get another job,throw disobedient passengers off the boat,give Todd her water,leave the store unattended,
100,498,TRUE,,0,,1,,85,40,95,10,25,,1,,,100,65,5,1,,58,Female,White / Caucasian,,College Graduate (4 year),Rung 3,,demand that the airline delays the flight,,crawl past the front desk,,huddle to conserve energy,give her ticket to Ted,make cat noises at him until he leaves,ram into the car,turn invisible,,store the knife in an airport locker,,,request supplies to be airdropped,saw Todd’s arm off,tell his lawyer that he’s sick,hide him in the snow
100,378,TRUE,0,0,,100,100,0,50,100,,,,,100,0,100,100,100,,,23,Male,White / Caucasian,,Vocational/Technical School (2 year),Rung 5,commit credit card fraud,steal a passing driver's car,,borrow someone's phone,copy a friend's assignment,steal all of the food and water,pretend they are conjoined twins,wave to the parents,,,,,tell his sister as soon as possible,abandon his father,request supplies to be airdropped,give Todd her water,ask a friend to take over,
100,650,TRUE,91,100,0,,100,0,0,,0,39,82,91,50,20,,,,,,50,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 7,search for the medication on the black market,call a taxi,sell one of his kidneys,,call her mom,throw away all of the food,steal someone else's ticket,,ram into the car,call her a cab,pour water on the car to cool it,store the knife in an airport locker,blame it on the maid of honor,pitch his situation to a reality TV network,,,,
100,438,TRUE,40,80,,90,,95,0,0,,0,,90,,,95,100,0,0,,36,Male,White / Caucasian,,High School or equivalent,Rung 3,go on strike for better wages,call a taxi,,borrow someone's phone,,search for a water source,steal someone else's ticket,wave to the parents,,refuse to drive her,,take a train instead,,,ration their food,hike until she finds cell service,stage a break-in at the store,finish the race
100,449,TRUE,,1,,61,87,99,52,81,30,,12,95,,,,28,55,2,,32,Male,Hispanic / Latino,,College Graduate (4 year),Rung 8,,demand that the airline delays the flight,,pay for a day-pass to the gym,bring in the assignment the next day,huddle to conserve energy,go without Ted,tackle him and hold him down,honk an angry message in Morse code,,slash the tires,threaten security with the knife,,,,hike until she finds cell service,leave the store unattended,hide him in the snow
100,288,TRUE,100,,0,0,100,,,0,,0,0,,0,22,0,0,0,,,35,Male,White / Caucasian,,Some College,Rung 2,switch insurance plans,,overcharge the next customers,pull the fire alarm,quickly try to redo the assignment,,,read his mind,,yell in gibberish until she leaves,light a fire under the car,,run away,pitch his situation to a reality TV network,throw disobedient passengers off the boat,get her arm stuck in solidarity,tell his lawyer that he’s sick,
100,773,TRUE,100,100,1,0,1,74,,100,100,,94,2,100,1,,,,,,26,Female,Black / African American,,College Graduate (4 year),Rung 6,start a fundraiser,take a public bus,sell one of his kidneys,pull the fire alarm,hypnotize the teacher,steal all of the food and water,,keep an eye on him,pull over and call 911,,call emergency services,hide the knife in someone else's bag,call the taxi company,buy his father a tent,,,,
100,195,TRUE,31,78,33,,,19,45,,92,7,83,89,30,72,,50,,,,49,Male,White / Caucasian,,Master's Degree (MS),Rung 5,commit credit card fraud,take a public bus,get an advance payday loan,,,boost morale with a three-legged race,teleport into the concert,,pull over and call 911,steal whatever she has on her,call emergency services,ask to check the knife,steal someone else’s ring,get another job,,saw Todd’s arm off,,
