ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,scenario1,item001,item002,item003,item004,item005,item006,item007,item008,item013,item014,item015,item016,item017,item018,item019,item020,item021,item022,item023,item024,force1,time1_1,time1_2,time1_3,time1_4,scenario2,item025,item026,item027,item028,item029,item030,item031,item032,item037,item038,item039,item040,item041,item042,item043,item044,item045,item046,item047,item048,force2,time2_1,time2_2,time2_3,time2_4,scenario3,item049,item050,item051,item052,item053,item054,item055,item056,item061,item062,item063,item064,item065,item066,item067,item068,item069,item070,item071,item072,force3,time3_1,time3_2,time3_3,time3_4,scenario4,item073,item074,item075,item076,item077,item078,item079,item080,item085,item086,item087,item088,item089,item090,item091,item092,item093,item094,item095,item096,force4,time4_1,time4_2,time4_3,time4_4,scenario5,item097,item098,item099,item100,item101,item102,item103,item104,item109,item110,item111,item112,item113,item114,item115,item116,item117,item118,item119,item120,force5,time5_1,time5_2,time5_3,time5_4,scenario6,item121,item122,item123,item124,item125,item126,item127,item128,item133,item134,item135,item136,item137,item138,item139,item140,item141,item142,item143,item144,force6,time6_1,time6_2,time6_3,time6_4,demo,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_11,DO-BL-Scenario1,DO-BL-Scenario2,DO-BL-Scenario3,DO-BL-Scenario4,DO-BL-Scenario5,DO-BL-Scenario6,LocationLatitude,LocationLongitude,LocationAccuracy
R_3ERbbXWNuaEr8s3,Default Response Set,Anonymous,,,99.47.239.102,0,7/23/2016 14:32,7/23/2016 14:55,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,2,46.196,46.196,46.922,1,1,,,,,1,,,,,,,,,,,,,,,,2,30.463,30.463,31.853,1,1,,,,,,,,,,,,,,1,,,,,,,2,26.314,26.314,27.142,1,1,,,,,,,,,,,,,,,,1,,,,,3,38.837,38.837,40.539,1,1,,,,,,,,,,,,,1,,,,,,,,4,1174.315,1174.315,1175.263,1,1,,,,,,,,,,,,1,,,,,,,,,3,24.269,24.269,25.994,1,,40,2,5,,5,4,Scenario 4|Scenario 1|Scenario 2|Scenario 5|Scenario 3|Scenario 6,scenario1|item005|force1|time1,scenario2|item029|force2|time2,scenario3|item066|force3|time3,scenario4|item092|force4|time4,scenario5|item113|force5|time5,scenario6|item136|force6|time6,44.39059448,-88.03099823,-1
R_1pSUwFnXKWFpnnv,Default Response Set,Anonymous,,,99.159.194.78,0,7/23/2016 14:51,7/23/2016 14:55,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,4,8.408,17.736,17.936,3,1,,,,,,,,,,,,,,,,,,1,,,4,26.778,28.339,29.151,3,1,,,,,,,,,,,1,,,,,,,,,,2,25.666,25.974,28.38,2,1,,,,,,,,,,,,,,,1,,,,,,1,20.561,25.46,30.537,4,1,,,,,,,,,,,,,,,,,,,1,,5,2.344,15.897,16.313,8,1,1,,,,,,,,,,,,,,,,,,,,4,6.414,7.032,7.334,2,,21,1,5,,5,7,Scenario 2|Scenario 3|Scenario 4|Scenario 6|Scenario 1|Scenario 5,scenario1|item017|force1|time1,scenario2|item046|force2|time2,scenario3|item063|force3|time3,scenario4|item091|force4|time4,scenario5|item119|force5|time5,scenario6|item121|force6|time6,26.02520752,-80.29599762,-1
R_12lrkttpnjaa02j,Default Response Set,Anonymous,,,75.140.236.154,0,7/23/2016 14:52,7/23/2016 14:55,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,2,25.549,26.711,27.45,2,1,,,,,,,,,,,,,,,,1,,,,,1,30.992,30.992,31.709,1,1,,,,1,,,,,,,,,,,,,,,,,1,32.357,32.357,33.366,1,1,,,,1,,,,,,,,,,,,,,,,,1,15.755,15.755,17.878,1,1,,,,,,,,,,,1,,,,,,,,,,5,19.695,19.695,20.165,1,1,,,,,,,,,,1,,,,,,,,,,,5,24.655,24.655,25.061,1,,31,1,5,,2,6,Scenario 3|Scenario 1|Scenario 5|Scenario 2|Scenario 6|Scenario 4,scenario1|item017|force1|time1,scenario2|item044|force2|time2,scenario3|item052|force3|time3,scenario4|item076|force4|time4,scenario5|item111|force5|time5,scenario6|item134|force6|time6,32.75559998,-97.26190186,-1
R_1Nn6QO7KRhnbMEM,Default Response Set,Anonymous,,,74.70.56.109,0,7/23/2016 14:50,7/23/2016 14:55,1,1,1,1,,,,,,,,,1,,,,,,,,,,,,4,30.424,30.424,32.126,1,1,,,,,,,,,1,,,,,,,,,,,,4,25.098,25.098,27.203,1,1,,,,1,,,,,,,,,,,,,,,,,2,38.659,38.659,42.249,1,1,,,,,1,,,,,,,,,,,,,,,,2,19.001,19.001,20.195,1,1,,,,,,,,,1,,,,,,,,,,,,4,42.83,42.83,44.049,1,1,,,,,,,,1,,,,,,,,,,,,,1,49.845,49.845,51.158,1,,35,1,5,,6,6,Scenario 3|Scenario 2|Scenario 6|Scenario 1|Scenario 5|Scenario 4,scenario1|item013|force1|time1,scenario2|item037|force2|time2,scenario3|item052|force3|time3,scenario4|item077|force4|time4,scenario5|item109|force5|time5,scenario6|item128|force6|time6,42.68490601,-73.83180237,-1
R_1pMQs3Rlh6tV5Ho,Default Response Set,Anonymous,,,205.197.242.167,0,7/23/2016 14:53,7/23/2016 14:55,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,5,5.502,5.502,10.678,1,1,,,,,,,,,,,,,,,,,,,1,,2,20.349,20.349,21.079,1,1,,,1,,,,,,,,,,,,,,,,,,5,8.904,8.904,9.338,1,1,,,,,,,,,1,,,,,,,,,,,,5,21.318,21.318,21.846,1,1,,,,,,,,,,1,,,,,,,,,,,5,4.024,31.508,32.069,2,1,,,,,,,,,,,,,,,,,,1,,,1,8.139,8.139,9.585,1,,43,2,5,,5,7,Scenario 5|Scenario 6|Scenario 2|Scenario 4|Scenario 1|Scenario 3,scenario1|item006|force1|time1,scenario2|item047|force2|time2,scenario3|item051|force3|time3,scenario4|item085|force4|time4,scenario5|item110|force5|time5,scenario6|item142|force6|time6,37.75100708,-97.8219986,-1
R_2dEii2NIugfbbdz,Default Response Set,Anonymous,,,174.219.141.183,0,7/23/2016 14:51,7/23/2016 14:55,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,4,14.174,24.767,25.724,2,1,1,,,,,,,,,,,,,,,,,,,,2,33.264,42.359,44.071,2,1,,,,,,,,,,,,,,,,,,,1,,2,28.511,29.488,30.386,2,1,,,,,,1,,,,,,,,,,,,,,,1,10.216,21.618,22.42,2,1,1,,,,,,,,,,,,,,,,,,,,2,20.031,23.235,24.137,2,1,,,,,,,1,,,,,,,,,,,,,,1,12.813,55.036,56.155,4,,23,2,5,,4,6,Scenario 3|Scenario 6|Scenario 4|Scenario 5|Scenario 1|Scenario 2,scenario1|item023|force1|time1,scenario2|item025|force2|time2,scenario3|item071|force3|time3,scenario4|item078|force4|time4,scenario5|item097|force5|time5,scenario6|item127|force6|time6,37.75100708,-97.8219986,-1
R_OlM4BOBXodwTTu9,Default Response Set,Anonymous,,,108.124.241.2,0,7/23/2016 14:42,7/23/2016 14:55,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,4,564.929,566.492,567.27,2,1,,,,,,,,,,1,,,,,,,,,,,5,20.245,21.463,22.212,2,1,,,,,,,,,,,,,,,,,1,,,,1,22.464,23.683,24.717,2,1,,,,1,,,,,,,,,,,,,,,,,5,91.127,92.46,93.196,2,1,,,,,,,,,,,,1,,,,,,,,,5,18.756,20.16,20.916,2,1,,,,,,,1,,,,,,,,,,,,,,2,25.283,27.125,28.126,3,,42,2,5,,4,8,Scenario 6|Scenario 1|Scenario 4|Scenario 5|Scenario 3|Scenario 2,scenario1|item019|force1|time1,scenario2|item038|force2|time2,scenario3|item069|force3|time3,scenario4|item076|force4|time4,scenario5|item112|force5|time5,scenario6|item127|force6|time6,41.06669617,-74.81279755,-1
R_3IaFiwzyPQVBIWp,Default Response Set,Anonymous,,,24.183.94.103,0,7/23/2016 14:47,7/23/2016 14:55,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,2,100.328,103.741,105.738,2,1,,,,,,,,,,,,,1,,,,,,,,4,62.365,65.793,67.32,2,1,,,1,,,,,,,,,,,,,,,,,,4,59.146,72.39,73.529,2,1,,,,,,,,,,,,,,,,,,,,1,4,46.76,48.162,49.646,2,1,,1,,,,,,,,,,,,,,,,,,,4,55.336,58.157,59.658,4,1,,,,,,,,,,,,,1,,,,,,,,1,15.504,47.89,49.473,3,,47,2,5,,2,8,Scenario 6|Scenario 5|Scenario 3|Scenario 4|Scenario 1|Scenario 2,scenario1|item002|force1|time1,scenario2|item041|force2|time2,scenario3|item051|force3|time3,scenario4|item096|force4|time4,scenario5|item098|force5|time5,scenario6|item137|force6|time6,44.73500061,-89.61000061,-1
R_O6z9kWLlQJ6EJvr,Default Response Set,Anonymous,,,172.5.126.51,0,7/23/2016 14:51,7/23/2016 14:55,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,5,29.095,29.095,30.433,1,1,,,,,,,1,,,,,,,,,,,,,,3,47.718,52.373,53.076,2,1,,,,,,,,,,,,,1,,,,,,,,5,23.697,23.697,24.485,1,1,,,,,,,,,,,,,,,,,,1,,,3,28.827,31.843,33.116,2,1,,,,,,,,,,,,,,,1,,,,,,5,30.461,30.461,31.164,1,1,,,,,,,,,,,,,1,,,,,,,,2,40.228,40.228,50.365,1,,37,2,3,,5,8,Scenario 3|Scenario 4|Scenario 5|Scenario 6|Scenario 2|Scenario 1,scenario1|item021|force1|time1,scenario2|item031|force2|time2,scenario3|item065|force3|time3,scenario4|item094|force4|time4,scenario5|item115|force5|time5,scenario6|item137|force6|time6,37.45759583,-122.1040955,-1
R_3qsutegccs5ka5N,Default Response Set,Anonymous,,,67.187.31.156,0,7/23/2016 14:53,7/23/2016 14:56,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,12.869,12.869,14.756,1,1,,,1,,,,,,,,,,,,,,,,,,4,30.228,30.228,30.913,1,1,,,,,,,1,,,,,,,,,,,,,,1,13.042,13.042,14.657,1,1,,,,,,,,,,,,,,,,1,,,,,1,17.609,18.207,19.404,2,1,,,,,,,,,1,,,,,,,,,,,,3,15.927,17.515,18.403,2,1,,,,,,,,,,,,,,,,,,,,1,1,14.663,15.807,16.921,3,,34,2,5,,8,4,Scenario 2|Scenario 5|Scenario 4|Scenario 6|Scenario 3|Scenario 1,scenario1|item002|force1|time1,scenario2|item027|force2|time2,scenario3|item055|force3|time3,scenario4|item092|force4|time4,scenario5|item109|force5|time5,scenario6|item144|force6|time6,37.34399414,-79.20639801,-1
R_21tUATqlndVzb73,Default Response Set,Anonymous,,,69.251.233.12,0,7/23/2016 14:49,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,4,193.82,216.232,216.913,7,1,,,,,,,,,,,,,,,,,,,1,,4,4.112,57.417,58.412,4,1,,,,1,,,,,,,,,,,,,,,,,2,19.435,21.441,22.586,5,1,,,,,,,,,,,,,1,,,,,,,,2,10.455,10.455,13.386,1,1,,,,,,,,1,,,,,,,,,,,,,5,15.304,33.274,34.169,6,1,,,,,,,,,,,,,,,1,,,,,,2,11.198,11.198,13.925,1,,22,2,5,,2,7,Scenario 2|Scenario 1|Scenario 5|Scenario 4|Scenario 6|Scenario 3,scenario1|item015|force1|time1,scenario2|item047|force2|time2,scenario3|item052|force3|time3,scenario4|item089|force4|time4,scenario5|item104|force5|time5,scenario6|item139|force6|time6,38.19470215,-75.70570374,-1
R_3JkpfO2KXUPSxcQ,Default Response Set,Anonymous,,,71.236.191.70,0,7/23/2016 14:51,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,3,23.605,24.159,24.968,2,1,,,,,,,,,,,,1,,,,,,,,,1,70.392,70.392,71.107,1,1,,,,,,,,,,,1,,,,,,,,,,3,83.293,83.293,84.637,1,1,,1,,,,,,,,,,,,,,,,,,,2,40.596,40.596,41.262,1,1,,,,,,,1,,,,,,,,,,,,,,1,16.21,16.21,16.937,1,1,,,,,,,,,,,,,,,,1,,,,,1,16.002,17.5,18.423,3,,52,1,5,,2,7,Scenario 4|Scenario 1|Scenario 6|Scenario 2|Scenario 5|Scenario 3,scenario1|item019|force1|time1,scenario2|item040|force2|time2,scenario3|item063|force3|time3,scenario4|item074|force4|time4,scenario5|item103|force5|time5,scenario6|item140|force6|time6,45.41140747,-122.723999,-1
R_211lStgPzu3xtOY,Default Response Set,Anonymous,,,68.47.0.35,0,7/23/2016 14:49,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,4,21.93,21.93,36.89,1,1,,,,,,,,,,,,,,,,,,,1,,3,34.342,35.504,38.351,2,1,,,,,,,,1,,,,,,,,,,,,,4,18.439,20.957,21.762,5,1,,,,,,,,,,,,,1,,,,,,,,5,74.194,76.109,77.893,3,1,1,,,,,,,,,,,,,,,,,,,,3,38.697,89.748,91.226,5,1,,,,,,,,,,,,,,1,,,,,,,2,30.268,30.268,34.169,1,,28,2,5,,6,5,Scenario 4|Scenario 5|Scenario 1|Scenario 2|Scenario 6|Scenario 3,scenario1|item015|force1|time1,scenario2|item047|force2|time2,scenario3|item056|force3|time3,scenario4|item089|force4|time4,scenario5|item097|force5|time5,scenario6|item138|force6|time6,44.95550537,-93.16699982,-1
R_1guaiWFEfSEcL2R,Default Response Set,Anonymous,,,23.119.131.65,0,7/23/2016 14:49,7/23/2016 14:56,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,4,61.981,61.981,63.908,1,1,,,,,,1,,,,,,,,,,,,,,,4,31.674,31.674,32.733,1,1,,,,,,,,,,,,,,,,,,,,1,5,27.279,27.279,28.145,1,1,,,,,,,,,,,,,,1,,,,,,,3,36.207,36.207,37.353,1,1,,,,,,,,,,,,,,1,,,,,,,4,30.053,30.053,31.154,1,1,,,,,,,,1,,,,,,,,,,,,,4,84.077,85.382,87.081,2,,57,2,1,,4,6,Scenario 1|Scenario 4|Scenario 6|Scenario 2|Scenario 3|Scenario 5,scenario1|item008|force1|time1,scenario2|item030|force2|time2,scenario3|item072|force3|time3,scenario4|item090|force4|time4,scenario5|item114|force5|time5,scenario6|item128|force6|time6,41.56799316,-87.69339752,-1
R_1GwbaK4UE99Vr7y,Default Response Set,Anonymous,,,73.248.236.5,0,7/23/2016 14:52,7/23/2016 14:56,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,3,63.252,64.337,65.112,2,1,,,,,,,,,,,,,,,,,1,,,,4,50.503,53.875,54.491,3,1,,,,,,,,,,,,1,,,,,,,,,4,24.508,24.508,25.235,1,1,,1,,,,,,,,,,,,,,,,,,,3,2.986,2.986,3.714,1,1,,1,,,,,,,,,,,,,,,,,,,2,39.302,39.586,41.162,2,1,,,,,1,,,,,,,,,,,,,,,,2,2.382,12.427,14.346,4,,28,1,5,,4,5,Scenario 1|Scenario 2|Scenario 4|Scenario 6|Scenario 3|Scenario 5,scenario1|item006|force1|time1,scenario2|item045|force2|time2,scenario3|item064|force3|time3,scenario4|item074|force4|time4,scenario5|item098|force5|time5,scenario6|item125|force6|time6,39.70419312,-74.25460052,-1
R_1LomKGeBBDgdTpP,Default Response Set,Anonymous,,,131.191.75.121,0,7/23/2016 14:48,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,4,12.312,17.577,18.529,4,1,,,,,,,,,,,,1,,,,,,,,,2,5.404,7.668,8.822,3,1,,,,,,,,,,,,1,,,,,,,,,2,2.439,344.298,345.825,6,1,,,1,,,,,,,,,,,,,,,,,,2,18.483,23.013,24.051,4,1,,,,,,,,,,,,,,,,,1,,,,2,17.953,20.031,21.151,3,1,,,,,,,1,,,,,,,,,,,,,,3,12.152,15.445,16.874,4,,40,1,1,,5,6,Scenario 4|Scenario 3|Scenario 5|Scenario 2|Scenario 6|Scenario 1,scenario1|item024|force1|time1,scenario2|item040|force2|time2,scenario3|item064|force3|time3,scenario4|item075|force4|time4,scenario5|item117|force5|time5,scenario6|item127|force6|time6,47.2131958,-122.473999,-1
R_Rty3BgR24Gb2gff,Default Response Set,Anonymous,,,75.87.77.12,0,7/23/2016 14:49,7/23/2016 14:56,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,2,54.126,54.126,55.465,1,1,,1,,,,,,,,,,,,,,,,,,,2,46.268,46.268,49.846,1,1,,,,,,,,,1,,,,,,,,,,,,2,38.41,38.41,39.803,1,1,,,,,,,,,,1,,,,,,,,,,,2,43.633,43.633,46.571,1,1,,,,,,,,,,,1,,,,,,,,,,2,42.542,46.759,54.163,2,1,,1,,,,,,,,,,,,,,,,,,,1,41.164,41.164,43.399,1,,68,2,5,,5,7,Scenario 5|Scenario 3|Scenario 2|Scenario 6|Scenario 4|Scenario 1,scenario1|item004|force1|time1,scenario2|item026|force2|time2,scenario3|item061|force3|time3,scenario4|item086|force4|time4,scenario5|item111|force5|time5,scenario6|item122|force6|time6,27.89230347,-97.3187027,-1
R_3MRrwBx9qaAInnE,Default Response Set,Anonymous,,,107.10.81.235,0,7/23/2016 14:44,7/23/2016 14:56,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,2,47.737,47.737,49.406,1,1,,,,,1,,,,,,,,,,,,,,,,1,28.324,28.324,30.259,1,1,,1,,,,,,,,,,,,,,,,,,,2,57.168,58.619,60.425,2,1,,,1,,,,,,,,,,,,,,,,,,2,10.981,10.981,13.315,1,1,,,,,,,,,,,,,,,,,,1,,,2,23.648,23.648,25.319,1,1,1,,,,,,,,,,,,,,,,,,,,2,323.537,431.648,433.952,3,,49,2,5,,5,6,Scenario 6|Scenario 3|Scenario 2|Scenario 5|Scenario 1|Scenario 4,scenario1|item002|force1|time1,scenario2|item029|force2|time2,scenario3|item050|force3|time3,scenario4|item075|force4|time4,scenario5|item118|force5|time5,scenario6|item121|force6|time6,44.24530029,-88.3647995,-1
R_eFFD6ilVddXniVz,Default Response Set,Anonymous,,,198.8.80.162,0,7/23/2016 14:52,7/23/2016 14:56,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,2,2.731,40.56,41.558,7,1,,,,,1,,,,,,,,,,,,,,,,2,9.365,13.501,14.676,3,1,,,,,,,,,,,,,,,,,,1,,,4,17.305,69.404,70.432,6,1,,,,,,,1,,,,,,,,,,,,,,1,7.294,12.45,15.685,4,1,,,,,,,,,,,1,,,,,,,,,,4,2.774,42.306,43.283,5,1,,,1,,,,,,,,,,,,,,,,,,1,5.569,7.768,9.375,3,,34,2,1,,5,7,Scenario 5|Scenario 1|Scenario 6|Scenario 4|Scenario 2|Scenario 3,scenario1|item007|force1|time1,scenario2|item029|force2|time2,scenario3|item070|force3|time3,scenario4|item079|force4|time4,scenario5|item111|force5|time5,scenario6|item123|force6|time6,34.04379272,-118.2512054,-1
R_xmSNVoIA88Ksbh7,Default Response Set,Anonymous,,,64.183.42.5,0,7/23/2016 14:51,7/23/2016 14:56,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,3,75.233,79.969,81.878,5,1,,,,,,,,,,,1,,,,,,,,,,5,13.592,16.288,19.67,3,1,,,,,,,,,,1,,,,,,,,,,,4,23.239,23.239,29.966,1,1,,,,,,,,,,,,1,,,,,,,,,4,15.593,15.593,16.898,1,1,,,,,,,1,,,,,,,,,,,,,,2,34.847,44.046,45.106,5,1,,,,,,,,,,,,,,,,,,,,1,2,61.795,61.795,63.468,1,,25,1,2,,4,7,Scenario 5|Scenario 1|Scenario 6|Scenario 3|Scenario 2|Scenario 4,scenario1|item003|force1|time1,scenario2|item039|force2|time2,scenario3|item062|force3|time3,scenario4|item088|force4|time4,scenario5|item103|force5|time5,scenario6|item144|force6|time6,34.06219482,-118.2756042,-1
R_1BXJ4z30pasb4Mz,Default Response Set,Anonymous,,,207.144.194.184,0,7/23/2016 14:49,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,3,13.926,70.593,71.74,3,1,,,,,,,,,,,,,,,1,,,,,,3,48.237,50.098,51.214,2,1,,,,,,,,,,,,,,,,,,1,,,2,26.427,28.002,29.408,2,1,,1,,,,,,,,,,,,,,,,,,,2,63.698,65.447,67.65,2,1,,,,,,,,,,,,,1,,,,,,,,4,63.338,70.574,72.075,4,1,,,,,,,,,,,,,,,,,,,1,,2,33.661,36.91,38.74,2,,34,2,5,,4,7,Scenario 2|Scenario 6|Scenario 3|Scenario 1|Scenario 4|Scenario 5,scenario1|item021|force1|time1,scenario2|item043|force2|time2,scenario3|item070|force3|time3,scenario4|item074|force4|time4,scenario5|item113|force5|time5,scenario6|item143|force6|time6,36.67469788,-84.40540314,-1
R_SNwK8UWEzzr15xT,Default Response Set,Anonymous,,,71.222.169.239,0,7/23/2016 14:48,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,2,38.552,38.552,39.985,1,1,,,,,,,,,,1,,,,,,,,,,,2,58.103,58.103,59.554,1,1,,,,,,,,1,,,,,,,,,,,,,2,79.669,79.669,82.048,1,1,,,,,,,,,1,,,,,,,,,,,,2,29.892,29.892,30.993,1,1,,,,,,,,,,,,,,1,,,,,,,2,85.431,85.431,90.254,1,1,,,1,,,,,,,,,,,,,,,,,,2,30.18,30.18,33.728,1,,62,1,5,,5,8,Scenario 1|Scenario 3|Scenario 4|Scenario 5|Scenario 2|Scenario 6,scenario1|item019|force1|time1,scenario2|item038|force2|time2,scenario3|item056|force3|time3,scenario4|item085|force4|time4,scenario5|item114|force5|time5,scenario6|item123|force6|time6,35.0585022,-106.6235962,-1
R_2V3bZnLw3A9xSFg,Default Response Set,Anonymous,,,67.233.79.231,0,7/23/2016 14:46,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,4,41.594,42.809,44.139,2,1,,,,,,,,,1,,,,,,,,,,,,4,191.356,193.762,199.314,2,1,,,,,,,,,,,,,,,,,,,,1,2,138.551,138.551,140.202,1,1,,,,,,,,,,,,,,,,,,,1,,4,33.422,33.422,34.952,1,1,,,,,,,,,,,,1,,,,,,,,,4,40.797,40.797,42.251,1,1,,,,,,,,,,,,1,,,,,,,,,4,34.574,34.574,35.664,1,,41,1,5,,4,9,Scenario 2|Scenario 4|Scenario 1|Scenario 6|Scenario 5|Scenario 3,scenario1|item023|force1|time1,scenario2|item037|force2|time2,scenario3|item072|force3|time3,scenario4|item095|force4|time4,scenario5|item112|force5|time5,scenario6|item136|force6|time6,37.9875946,-78.6085968,-1
R_2YEbXiaTRnWoPmg,Default Response Set,Anonymous,,,67.185.40.255,0,7/23/2016 14:51,7/23/2016 14:56,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,2,6.275,54.958,56.106,9,1,,,,,,,,,,,,,,,,1,,,,,4,9.495,68.214,69.808,11,1,,,,,1,,,,,,,,,,,,,,,,2,28.395,29.467,30.726,2,1,,,,,,,,,,,,,,,,,,,,1,2,8.146,21.936,23.799,6,1,,,,,,,,,,,,1,,,,,,,,,4,30.551,32.029,33.073,2,1,,,,,,,,,1,,,,,,,,,,,,2,10.422,30.072,31.571,10,,22,2,5,,4,9,Scenario 5|Scenario 3|Scenario 2|Scenario 1|Scenario 4|Scenario 6,scenario1|item008|force1|time1,scenario2|item044|force2|time2,scenario3|item053|force3|time3,scenario4|item096|force4|time4,scenario5|item112|force5|time5,scenario6|item133|force6|time6,47.66889954,-117.4369049,-1
R_3qldhfL4XIlg3CA,Default Response Set,Anonymous,,,96.234.2.220,0,7/23/2016 14:51,7/23/2016 14:56,1,1,1,1,,,,,,,,,,,,,,1,,,,,,,5,31.199,31.199,32.1,1,1,,,,,,,,,,,,,,1,,,,,,,4,36.249,36.249,38.169,1,1,,,,,,1,,,,,,,,,,,,,,,2,26.24,26.24,32.974,1,1,,,1,,,,,,,,,,,,,,,,,,4,25.783,25.783,28.618,1,1,,,1,,,,,,,,,,,,,,,,,,2,49.806,50.684,53.385,2,1,,,,,,,,,,,,,1,,,,,,,,4,38.527,38.527,39.574,1,,34,2,5,,5,5,Scenario 5|Scenario 4|Scenario 1|Scenario 6|Scenario 2|Scenario 3,scenario1|item018|force1|time1,scenario2|item042|force2|time2,scenario3|item054|force3|time3,scenario4|item075|force4|time4,scenario5|item099|force5|time5,scenario6|item137|force6|time6,39.90170288,-74.18219757,-1
R_2QLgEKkH0uOxgq8,Default Response Set,Anonymous,,,162.243.90.26,0,7/23/2016 14:33,7/23/2016 14:57,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,2,1063.468,1063.468,1066.005,1,1,,,,1,,,,,,,,,,,,,,,,,4,138.709,138.709,140.243,1,1,,,,,,,1,,,,,,,,,,,,,,2,40.171,40.171,44.515,1,1,,,,,,1,,,,,,,,,,,,,,,2,29.9,30.375,31.879,2,1,,,,1,,,,,,,,,,,,,,,,,4,46.249,46.249,47.758,1,1,,,,,,,,,,,,,1,,,,,,,,3,31.757,31.757,32.89,1,,46,2,,,5,6,Scenario 2|Scenario 3|Scenario 1|Scenario 5|Scenario 4|Scenario 6,scenario1|item001|force1|time1,scenario2|item028|force2|time2,scenario3|item055|force3|time3,scenario4|item078|force4|time4,scenario5|item100|force5|time5,scenario6|item137|force6|time6,40.71429443,-74.0059967,-1
R_2zASyXDERNAXNnP,Default Response Set,Anonymous,,,72.228.43.19,0,7/23/2016 14:56,7/23/2016 14:57,1,1,1,1,,,,,,,,,,,,,,,,,,,1,,4,1.599,3.305,3.646,4,1,,,,,,,,1,,,,,,,,,,,,,4,1.329,1.828,2.798,2,1,,,,,,,,,,1,,,,,,,,,,,2,1.225,1.225,2.038,1,1,,,,,,,,,,,,,,,,1,,,,,3,1.841,2.781,3.629,3,1,,,,,,,,,,,1,,,,,,,,,,3,1.447,1.849,2.779,2,1,,,1,,,,,,,,,,,,,,,,,,2,1.823,1.823,2.78,1,,28,2,1,,4,7,Scenario 1|Scenario 4|Scenario 6|Scenario 2|Scenario 5|Scenario 3,scenario1|item023|force1|time1,scenario2|item032|force2|time2,scenario3|item062|force3|time3,scenario4|item092|force4|time4,scenario5|item111|force5|time5,scenario6|item123|force6|time6,43.05349731,-73.75170135,-1
R_1FkqrZmUDHg732E,Default Response Set,Anonymous,,,66.191.165.7,0,7/23/2016 14:53,7/23/2016 14:57,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,4,24.235,24.235,25.903,1,1,,,,1,,,,,,,,,,,,,,,,,2,51.498,51.498,52.523,1,1,,1,,,,,,,,,,,,,,,,,,,2,23.579,23.579,25.224,1,1,,,,,,,,1,,,,,,,,,,,,,4,25.696,25.696,26.589,1,1,,,,,,,,,1,,,,,,,,,,,,3,49.378,49.378,51.523,1,1,,,,,,,,,,,,,,,,,1,,,,3,34.062,34.062,38.401,1,,42,1,5,,4,8,Scenario 6|Scenario 4|Scenario 5|Scenario 3|Scenario 2|Scenario 1,scenario1|item019|force1|time1,scenario2|item028|force2|time2,scenario3|item050|force3|time3,scenario4|item080|force4|time4,scenario5|item109|force5|time5,scenario6|item141|force6|time6,36.39950562,-78.97599792,-1
R_3hmSXPDwGrVrDyn,Default Response Set,Anonymous,,,64.30.86.8,0,7/23/2016 14:44,7/23/2016 14:57,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,4,72.908,72.908,74.14,1,1,,,,,,,,,,,,,1,,,,,,,,2,110.487,113.436,115.2,3,1,1,,,,,,,,,,,,,,,,,,,,5,219.8,219.8,220.82,1,1,,,,,,,,,,,,,,,,,1,,,,3,30.935,35.595,61.215,2,1,,,,,,,,,,,,,,,,,,,,1,2,99.228,114.352,115.475,3,1,,,,,,,,1,,,,,,,,,,,,,3,65.686,66.596,67.48,2,,33,2,3,,8,8,Scenario 5|Scenario 2|Scenario 1|Scenario 4|Scenario 3|Scenario 6,scenario1|item024|force1|time1,scenario2|item041|force2|time2,scenario3|item049|force3|time3,scenario4|item093|force4|time4,scenario5|item120|force5|time5,scenario6|item128|force6|time6,42.28649902,-71.71469879,-1
