ResponseID,V2,V3,V4,V5,V6,V7,V8,V9,V10,Consent,Instr,scenario1,item001,item002,item003,item004,item005,item006,item007,item008,item013,item014,item015,item016,item017,item018,item019,item020,item021,item022,item023,item024,time1_1,time1_2,time1_3,time1_4,scenario2,item025,item026,item027,item028,item029,item030,item031,item032,item037,item038,item039,item040,item041,item042,item043,item044,item045,item046,item047,item048,time2_1,time2_2,time2_3,time2_4,scenario3,item049,item050,item051,item052,item053,item054,item055,item056,item061,item062,item063,item064,item065,item066,item067,item068,item069,item070,item071,item072,time3_1,time3_2,time3_3,time3_4,scenario4,item073,item074,item075,item076,item077,item078,item079,item080,item085,item086,item087,item088,item089,item090,item091,item092,item093,item094,item095,item096,time4_1,time4_2,time4_3,time4_4,scenario5,item097,item098,item099,item100,item101,item102,item103,item104,item109,item110,item111,item112,item113,item114,item115,item116,item117,item118,item119,item120,time5_1,time5_2,time5_3,time5_4,scenario6,item121,item122,item123,item124,item125,item126,item127,item128,item133,item134,item135,item136,item137,item138,item139,item140,item141,item142,item143,item144,time6_1,time6_2,time6_3,time6_4,demo,age,gender,ethnicity,ethnicity_TEXT,education,ses,DO-BR-FL_11,DO-BL-Scenario1,DO-BL-Scenario2,DO-BL-Scenario3,DO-BL-Scenario4,DO-BL-Scenario5,DO-BL-Scenario6,LocationLatitude,LocationLongitude,LocationAccuracy
R_2V8Uy4aPLqIaLZ2,Default Response Set,Anonymous,,,71.86.41.122,0,1/13/2017 10:29,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,,,,,15,,,,27.296,27.296,28.212,1,1,,,,,,,,,,,,,,,,,15,,,,15.35,15.35,16.467,1,1,,,,,,,,,15,,,,,,,,,,,,11.551,11.551,14.1,1,1,16,,,,,,,,,,,,,,,,,,,,9.845,56.38,57.769,2,1,,,,,,,,,,,,,,,,,,,,15,35.47,35.47,37.594,1,1,16,,,,,,,,,,,,,,,,,,,,27.537,28.528,29.564,2,,31,1,5,,5,6,Scenario 5|Scenario 3|Scenario 2|Scenario 4|Scenario 1|Scenario 6,scenario1|item021|time1,scenario2|item045|time2,scenario3|item061|time3,scenario4|item073|time4,scenario5|item120|time5,scenario6|item121|time6,39.40370178,-92.40879822,-1
R_1i3QsZ0HbZKzQgD,Default Response Set,Anonymous,,,173.88.200.221,0,1/13/2017 10:31,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,,,16,,,,,,10.392,14.137,14.703,2,1,,,,,,16,,,,,,,,,,,,,,,12.16,14.479,15.246,2,1,,,,,,,,,,,,,,,17,,,,,,20.119,20.119,20.763,1,1,,,,,,,19,,,,,,,,,,,,,,17.797,17.797,18.504,1,1,,,,,,,,,,,,,,,,,,,,16,11.845,14.501,15.138,2,1,,,,,,,,,15,,,,,,,,,,,,10.807,19.936,20.693,2,,26,1,5,,4,8,Scenario 6|Scenario 2|Scenario 5|Scenario 4|Scenario 3|Scenario 1,scenario1|item019|time1,scenario2|item030|time2,scenario3|item067|time3,scenario4|item079|time4,scenario5|item120|time5,scenario6|item133|time6,40.89959717,-81.43959808,-1
R_3lLGzzTe4YuxUCB,Default Response Set,Anonymous,,,75.146.236.78,0,1/13/2017 10:21,1/13/2017 10:33,1,1,1,1,,,,16,,,,,,,,,,,,,,,,,2.634,55.847,56.787,2,1,,,,,,,16,,,,,,,,,,,,,,412.74,414.034,415.126,2,1,,,,,,15,,,,,,,,,,,,,,,33.737,36.223,37.522,2,1,,,,,,,,,,,,,,,,,,15,,,38.579,39.474,40.686,2,1,,,,,,16,,,,,,,,,,,,,,,33.365,33.365,42.108,1,1,,16,,,,,,,,,,,,,,,,,,,101.521,101.521,102.834,1,,37,1,5,,5,4,Scenario 5|Scenario 3|Scenario 2|Scenario 1|Scenario 4|Scenario 6,scenario1|item004|time1,scenario2|item031|time2,scenario3|item054|time3,scenario4|item094|time4,scenario5|item102|time5,scenario6|item122|time6,39.99110413,-75.10140228,-1
R_3gL5nNn8KiB2nf3,Default Response Set,Anonymous,,,69.24.145.22,0,1/13/2017 10:30,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,,,,,,,,15,18.961,18.961,19.977,1,1,,,,,,,,,,,16,,,,,,,,,,17.679,17.679,18.503,1,1,15,,,,,,,,,,,,,,,,,,,,28.456,28.456,29.359,1,1,,16,,,,,,,,,,,,,,,,,,,15.31,15.894,16.551,2,1,,,,,,,,,,,15,,,,,,,,,,23.685,23.685,24.678,1,1,,,,,,,,,,,16,,,,,,,,,,26.576,29.123,29.978,4,,24,2,5,,5,6,Scenario 6|Scenario 3|Scenario 5|Scenario 1|Scenario 4|Scenario 2,scenario1|item024|time1,scenario2|item039|time2,scenario3|item049|time3,scenario4|item074|time4,scenario5|item111|time5,scenario6|item135|time6,39.95829773,-82.96219635,-1
R_BSsFfr9asisMZqh,Default Response Set,Anonymous,,,174.54.98.125,0,1/13/2017 10:27,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,,,,,,,16,,65.117,65.117,73.327,1,1,,,,,,,,,,,,,,,,,,15,,,33.463,33.463,34.519,1,1,15,,,,,,,,,,,,,,,,,,,,32.34,32.34,39.63,1,1,,,,,,,,18,,,,,,,,,,,,,37.119,37.119,38.208,1,1,,,,,,,,,,,,,,,,17,,,,,60.265,60.265,72.053,1,1,,,,,,,,19,,,,,,,,,,,,,36.343,36.343,37.39,1,,44,2,5,,4,6,Scenario 1|Scenario 3|Scenario 5|Scenario 4|Scenario 6|Scenario 2,scenario1|item023|time1,scenario2|item046|time2,scenario3|item049|time3,scenario4|item080|time4,scenario5|item116|time5,scenario6|item128|time6,39.79359436,-77.59799957,-1
R_31R8866WzbzxFgq,Default Response Set,Anonymous,,,104.228.244.59,0,1/13/2017 10:27,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,15,,,,,,,,40.116,42.181,44.034,3,1,,,,,15,,,,,,,,,,,,,,,,24.893,32.285,34.12,3,1,,,,,15,,,,,,,,,,,,,,,,23.736,27.834,29.777,2,1,,,,,,,,,,,,,,,,,15,,,,29.926,73.828,79.507,4,1,,,,15,,,,,,,,,,,,,,,,,25.471,29.428,32.372,2,1,,,,,,,,,,,15,,,,,,,,,,25.011,38.731,40.881,2,,64,1,5,,2,7,Scenario 6|Scenario 1|Scenario 5|Scenario 4|Scenario 3|Scenario 2,scenario1|item017|time1,scenario2|item029|time2,scenario3|item053|time3,scenario4|item093|time4,scenario5|item100|time5,scenario6|item135|time6,44.03540039,-71.13480377,-1
R_yx0Dx1eeQD3vQd3,Default Response Set,Anonymous,,,162.227.254.81,0,1/13/2017 10:30,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,,19,,,,,,,18.832,18.832,22.743,1,1,,15,,,,,,,,,,,,,,,,,,,19.657,21.851,24.787,2,1,,,,,,,15,,,,,,,,,,,,,,5.559,7.962,35.436,4,1,,,,,,,,,,,,,,,16,,,,,,20.045,20.045,21.107,1,1,,,,,,,,15,,,,,,,,,,,,,21.193,21.193,22.083,1,1,,,16,,,,,,,,,,,,,,,,,,18.809,18.809,19.552,1,,35,2,5,,5,6,Scenario 2|Scenario 5|Scenario 6|Scenario 4|Scenario 3|Scenario 1,scenario1|item018|time1,scenario2|item026|time2,scenario3|item055|time3,scenario4|item091|time4,scenario5|item104|time5,scenario6|item123|time6,34.17529297,-118.3471985,-1
R_31bmbiEhKBgWIYR,Default Response Set,Anonymous,,,96.235.192.49,0,1/13/2017 10:28,1/13/2017 10:33,1,1,1,1,,,,,,,,,,,,,,,,,,,,15,14.699,41.413,43.084,3,1,,,,,,,,,,,,,15,,,,,,,,15.56,60.623,61.977,3,1,,,,,,,,,15,,,,,,,,,,,,8.302,19.518,20.564,3,1,,,15,,,,,,,,,,,,,,,,,,21.421,39.395,40.991,2,1,,15,,,,,,,,,,,,,,,,,,,17.365,36.379,38.371,2,1,,,,,,,,,,,,,,16,,,,,,,3.887,38.638,39.905,4,,26,1,5,,5,8,Scenario 1|Scenario 2|Scenario 5|Scenario 4|Scenario 6|Scenario 3,scenario1|item024|time1,scenario2|item041|time2,scenario3|item061|time3,scenario4|item075|time4,scenario5|item098|time5,scenario6|item138|time6,37.34399414,-79.20639801,-1
R_3h4GEMpTmkCHzt4,Default Response Set,Anonymous,,,76.18.65.105,0,1/13/2017 10:31,1/13/2017 10:34,1,1,1,1,,,,,,,,,,,,,,,,,15,,,,7.242,17.574,19.347,4,1,,,,,,,,,,,,,,,,15,,,,,17.433,20.802,21.742,2,1,,,,,,,,,,,,,,,15,,,,,,17.482,17.482,18.127,1,1,,,,,,,,,,,,,,,,,,,15,,26.183,26.183,31.028,1,1,15,,,,,,,,,,,,,,,,,,,,11.794,17.829,18.473,3,1,,,,,,,,,,,15,,,,,,,,,,25.144,25.144,28.01,1,,27,2,2,,5,7,Scenario 6|Scenario 4|Scenario 3|Scenario 5|Scenario 2|Scenario 1,scenario1|item021|time1,scenario2|item044|time2,scenario3|item067|time3,scenario4|item095|time4,scenario5|item097|time5,scenario6|item135|time6,32.27139282,-106.7372971,-1
R_2drPAK2jcsBWqtU,Default Response Set,Anonymous,,,99.24.150.159,0,1/13/2017 10:30,1/13/2017 10:34,1,1,1,1,,,,,,,,,15,,,,,,,,,,,,28.425,28.425,29.302,1,1,,,,,,,16,,,,,,,,,,,,,,41.157,41.157,42.989,1,1,,,,,,,,,,16,,,,,,,,,,,26.295,30.375,31.998,2,1,,,,,,,,,,,,,,,,,,,,15,23.632,23.632,24.755,1,1,,,,,,,,,,,,15,,,,,,,,,31.735,31.735,32.902,1,1,,,,,,,,,,,,,,,,15,,,,,31.509,31.509,32.567,1,,58,1,5,,2,8,Scenario 2|Scenario 3|Scenario 1|Scenario 6|Scenario 5|Scenario 4,scenario1|item013|time1,scenario2|item031|time2,scenario3|item062|time3,scenario4|item096|time4,scenario5|item112|time5,scenario6|item140|time6,30.79969788,-86.97480011,-1
R_3OkcJ12Ht5bYwyv,Default Response Set,Anonymous,,,50.32.98.161,0,1/13/2017 10:26,1/13/2017 10:34,1,1,1,1,,,,,,,,,,,,,,16,,,,,,,69.23,69.23,70.16,1,1,,,,,,,,17,,,,,,,,,,,,,48.575,49.835,50.923,2,1,,,,,,,,,,,15,,,,,,,,,,35.336,35.336,36.539,1,1,,,,,,,,16,,,,,,,,,,,,,38.22,38.22,39.127,1,1,,,,,,,,,,,,,,16,,,,,,,55.375,55.375,56.692,1,1,,,,,,,18,,,,,,,,,,,,,,51.843,51.843,52.665,1,,40,2,5,,5,5,Scenario 3|Scenario 4|Scenario 2|Scenario 6|Scenario 1|Scenario 5,scenario1|item018|time1,scenario2|item032|time2,scenario3|item063|time3,scenario4|item080|time4,scenario5|item114|time5,scenario6|item127|time6,41.56010437,-75.80460358,-1
R_3Gd3d5Cfursw5c4,Default Response Set,Anonymous,,,32.209.57.48,0,1/13/2017 10:30,1/13/2017 10:34,1,1,1,1,,,15,,,,,,,,,,,,,,,,,,18.776,18.776,20.756,1,1,,,,,,,,,,,,16,,,,,,,,,30.326,30.326,32.445,1,1,,,,,,,,,,,,,,,,,,,18,,25.619,25.619,27.451,1,1,,,,,,,,,,,,,,,,,,,15,,26.888,26.888,28.472,1,1,,,16,,,,,,,,,,,,,,,,,,18.673,21.88,23.649,3,1,,,,,,,,,,,,,,,,,15,,,,27.6,27.6,32.551,1,,25,2,5,,5,5,Scenario 6|Scenario 2|Scenario 1|Scenario 5|Scenario 4|Scenario 3,scenario1|item003|time1,scenario2|item040|time2,scenario3|item071|time3,scenario4|item095|time4,scenario5|item099|time5,scenario6|item141|time6,41.3433075,-73.06539917,-1
R_plU0b9JwnPWDDot,Default Response Set,Anonymous,,,65.35.139.173,0,1/13/2017 10:30,1/13/2017 10:34,1,1,1,1,,,15,,,,,,,,,,,,,,,,,,31.135,31.135,31.733,1,1,,,,,,,,,,,,,,,,,15,,,,25.599,25.599,26.201,1,1,,,,,,,,,,,,,,,,,,15,,,22.357,22.357,23.02,1,1,,,,,,,,,,,15,,,,,,,,,,21.727,21.727,22.702,1,1,,,,,,,,,15,,,,,,,,,,,,23.95,26.031,29.425,2,1,,,,,,,,,,,,15,,,,,,,,,28.777,28.777,33.022,1,,34,1,5,,4,9,Scenario 5|Scenario 6|Scenario 1|Scenario 2|Scenario 3|Scenario 4,scenario1|item003|time1,scenario2|item045|time2,scenario3|item070|time3,scenario4|item087|time4,scenario5|item109|time5,scenario6|item136|time6,28.29269409,-82.62789917,-1
R_2TSnGdH5teeEfWl,Default Response Set,Anonymous,,,73.64.64.236,0,1/13/2017 10:30,1/13/2017 10:34,1,1,1,1,,,,,,,,,,,,,,,,,,,15,,31.1,31.1,32.036,1,1,,,,,,,16,,,,,,,,,,,,,,24.057,24.057,25.285,1,1,,,,,,,,,,,15,,,,,,,,,,25.925,25.925,27.087,1,1,16,,,,,,,,,,,,,,,,,,,,30.859,30.859,32.704,1,1,,,,,,,,,,,,,,,,15,,,,,28.759,29.388,31.136,2,1,16,,,,,,,,,,,,,,,,,,,,45.636,46.569,47.571,2,,48,2,5,,5,4,Scenario 6|Scenario 1|Scenario 5|Scenario 2|Scenario 3|Scenario 4,scenario1|item023|time1,scenario2|item031|time2,scenario3|item063|time3,scenario4|item073|time4,scenario5|item116|time5,scenario6|item121|time6,40.39149475,-76.43810272,-1
R_7U8pHdiHl5tT7gt,Default Response Set,Anonymous,,,98.5.63.231,0,1/13/2017 10:30,1/13/2017 10:34,1,1,1,1,,,,,,,,,,,15,,,,,,,,,,7.532,36.479,40.273,4,1,,15,,,,,,,,,,,,,,,,,,,1.773,29.991,33.37,3,1,,,,,,,,,,,,15,,,,,,,,,1.638,22.263,23.356,2,1,,,,,,,,,,,,15,,,,,,,,,1.696,19.097,20.264,6,1,,,,,,,,,,15,,,,,,,,,,,1.147,24.304,25.81,2,1,,,,,15,,,,,,,,,,,,,,,,1.976,28.96,30.362,2,,30,1,1,,4,6,Scenario 1|Scenario 6|Scenario 5|Scenario 4|Scenario 3|Scenario 2,scenario1|item015|time1,scenario2|item026|time2,scenario3|item064|time3,scenario4|item088|time4,scenario5|item110|time5,scenario6|item125|time6,42.94619751,-78.86160278,-1
R_XGQfA7KbkFwPRUB,Default Response Set,Anonymous,,,66.55.144.179,0,1/13/2017 10:29,1/13/2017 10:34,1,1,1,1,,,,,,,,18,,,,,,,,,,,,,39.678,40.894,43.314,3,1,,,,,,,,,,,,,,,,,,,15,,32.892,33.22,37.366,2,1,,,,,,,,,,,,,,,,,15,,,,21.051,21.467,22.841,2,1,16,,,,,,,,,,,,,,,,,,,,47.354,48.514,64.749,2,1,,,,,,,,,,,,,,,,19,,,,,37.337,41.33,42.089,2,1,,,,,,,,,,16,,,,,,,,,,,24.841,24.841,25.584,1,,38,2,1,,5,6,Scenario 4|Scenario 1|Scenario 2|Scenario 5|Scenario 3|Scenario 6,scenario1|item008|time1,scenario2|item047|time2,scenario3|item069|time3,scenario4|item073|time4,scenario5|item116|time5,scenario6|item134|time6,40.4651947,-74.23069763,-1
R_2v3d205oLRLzFWj,Default Response Set,Anonymous,,,68.106.51.129,0,1/13/2017 10:32,1/13/2017 10:34,1,1,1,1,,,,15,,,,,,,,,,,,,,,,,13.763,13.763,15.175,1,1,,,,,,,,15,,,,,,,,,,,,,17.978,19.141,20.587,2,1,,,,,,,,17,,,,,,,,,,,,,15.777,17.89,18.903,2,1,,15,,,,,,,,,,,,,,,,,,,12.483,12.483,13.523,1,1,,18,,,,,,,,,,,,,,,,,,,19.08,19.08,19.967,1,1,,,,,,,,,,,,,,,,,,,15,,21.358,21.358,22.315,1,,28,2,5,,5,6,Scenario 6|Scenario 2|Scenario 1|Scenario 3|Scenario 5|Scenario 4,scenario1|item004|time1,scenario2|item032|time2,scenario3|item056|time3,scenario4|item074|time4,scenario5|item098|time5,scenario6|item143|time6,33.62379456,-112.0511017,-1
R_2rkKh4mma63S1QN,Default Response Set,Anonymous,,,75.143.237.54,0,1/13/2017 10:31,1/13/2017 10:34,1,1,1,1,,,,,,,,,,,,15,,,,,,,,,30.452,32.26,33.267,3,1,15,,,,,,,,,,,,,,,,,,,,16.289,17.233,18.046,2,1,,,,,,,,,,,,,,,,,,,,16,17.337,17.337,18.127,1,1,,,,,,,,,15,,,,,,,,,,,,15.389,15.389,16.705,1,1,,,,,,,,,,,,,,15,,,,,,,27.372,29.156,30.201,2,1,,,,,,,,,,,,,,,,,,15,,,18.385,18.385,19.493,1,,36,2,6,American,3,8,Scenario 3|Scenario 1|Scenario 6|Scenario 2|Scenario 5|Scenario 4,scenario1|item016|time1,scenario2|item025|time2,scenario3|item072|time3,scenario4|item085|time4,scenario5|item114|time5,scenario6|item142|time6,36.0276947,-81.88269806,-1
R_1QLWPrqTNAEAAGc,Default Response Set,Anonymous,,,74.190.61.32,0,1/13/2017 10:30,1/13/2017 10:35,1,1,1,1,,,,,,,,,,,,,,,,,,,15,,32.565,32.565,33.617,1,1,,,,,,,,,,,,,,15,,,,,,,28.182,28.182,37.082,1,1,,,,,,19,,,,,,,,,,,,,,,32.171,32.171,34.081,1,1,,,,,,,,,,,,,,,,,,15,,,35.184,35.184,38.263,1,1,,15,,,,,,,,,,,,,,,,,,,39.482,39.482,44.436,1,1,,,,,,,,,,,15,,,,,,,,,,34.059,34.059,45.071,1,,27,1,6,Biracial,3,5,Scenario 5|Scenario 6|Scenario 4|Scenario 3|Scenario 2|Scenario 1,scenario1|item023|time1,scenario2|item042|time2,scenario3|item054|time3,scenario4|item094|time4,scenario5|item098|time5,scenario6|item135|time6,33.49760437,-84.38069916,-1
R_Pu0KieS087CNixj,Default Response Set,Anonymous,,,67.182.91.177,0,1/13/2017 10:30,1/13/2017 10:35,1,1,1,1,,22,,,,,,,,,,,,,,,,,,,30.768,30.768,32.288,1,1,,,,,,,,,,,,,,,,,,15,,,38.489,38.489,39.483,1,1,,,,,,,15,,,,,,,,,,,,,,19.443,19.443,20.682,1,1,,,,17,,,,,,,,,,,,,,,,,51.44,51.44,52.432,1,1,,,,,,,,,,,,,,,,,,,,15,22.915,22.915,23.908,1,1,,,,,,,,,,,,,,,,,15,,,,26.843,26.843,28.687,1,,65,2,5,,4,7,Scenario 2|Scenario 1|Scenario 3|Scenario 4|Scenario 5|Scenario 6,scenario1|item002|time1,scenario2|item046|time2,scenario3|item055|time3,scenario4|item076|time4,scenario5|item120|time5,scenario6|item141|time6,37.67829895,-120.9501038,-1
R_Dd7i9LKhFZu5jBT,Default Response Set,Anonymous,,,104.129.204.116,0,1/13/2017 10:26,1/13/2017 10:35,1,1,1,1,,,,,,,,,,,,,17,,,,,,,,103.95,105.565,106.147,3,1,,,,,,,,,,,,,,,15,,,,,,12.928,12.928,14.171,1,1,,,,,,,,,,,,,,15,,,,,,,32.867,57.538,58.302,6,1,,,,,,,,,,,,,16,,,,,,,,120.132,120.94,121.63,3,1,,,16,,,,,,,,,,,,,,,,,,191.862,192.341,193.058,2,1,,16,,,,,,,,,,,,,,,,,,,25.51,27.142,27.678,5,,31,2,5,,5,9,Scenario 4|Scenario 6|Scenario 3|Scenario 2|Scenario 5|Scenario 1,scenario1|item017|time1,scenario2|item043|time2,scenario3|item066|time3,scenario4|item089|time4,scenario5|item099|time5,scenario6|item122|time6,33.74899292,-84.38800049,-1
R_3qONMHscYF6LNad,Default Response Set,Anonymous,,,97.82.192.242,0,1/13/2017 10:29,1/13/2017 10:35,1,1,1,1,,,,,,16,,,,,,,,,,,,,,,20.083,20.083,21.21,1,1,,,,,,,,,,,,,,,,15,,,,,29.286,29.286,30.42,1,1,,,,,,,,,,,,,,,15,,,,,,37.078,37.078,38.5,1,1,,,15,,,,,,,,,,,,,,,,,,21.601,23.261,24.26,3,1,,,,16,,,,,,,,,,,,,,,,,24.904,24.904,26.744,1,1,,,,,,,16,,,,,,,,,,,,,,11.652,11.652,13.204,1,,26,2,2,,5,5,Scenario 3|Scenario 2|Scenario 5|Scenario 4|Scenario 1|Scenario 6,scenario1|item006|time1,scenario2|item044|time2,scenario3|item067|time3,scenario4|item075|time4,scenario5|item100|time5,scenario6|item127|time6,35.58999634,-82.55809784,-1
R_Df8rGVgJYJoQ4PD,Default Response Set,Anonymous,,,173.170.66.42,0,1/13/2017 10:31,1/13/2017 10:35,1,1,1,1,,22,,,,,,,,,,,,,,,,,,,34.82,34.82,36.237,1,1,,,,,,,,15,,,,,,,,,,,,,22.546,22.546,23.889,1,1,,,15,,,,,,,,,,,,,,,,,,23.357,23.357,24.524,1,1,,,,,,,,,,,,,,,,17,,,,,56.813,56.813,57.987,1,1,,,,,,,,,15,,,,,,,,,,,,30.64,30.64,33.922,1,1,,,,,,,,,,,,,,,17,,,,,,36.551,36.551,37.944,1,,59,1,5,,5,5,Scenario 4|Scenario 6|Scenario 1|Scenario 5|Scenario 3|Scenario 2,scenario1|item002|time1,scenario2|item032|time2,scenario3|item051|time3,scenario4|item092|time4,scenario5|item109|time5,scenario6|item139|time6,27.92900085,-82.74160004,-1
R_3HplTR38xOpbnpF,Default Response Set,Anonymous,,,72.218.72.207,0,1/13/2017 10:33,1/13/2017 10:35,1,1,1,1,,22,,,,,,,,,,,,,,,,,,,16.025,16.969,17.5,2,1,,,,,,,,,,,,,,,15,,,,,,9.135,9.135,13.272,1,1,,,,16,,,,,,,,,,,,,,,,,2.76,2.76,4.324,1,1,,,,,,18,,,,,,,,,,,,,,,9.282,9.282,10.36,1,1,,,,,,,,,,,,,,,,,,16,,,28.098,28.098,29.105,1,1,,,,16,,,,,,,,,,,,,,,,,1.927,2.493,8.656,2,,22,1,5,,5,5,Scenario 5|Scenario 1|Scenario 4|Scenario 3|Scenario 6|Scenario 2,scenario1|item002|time1,scenario2|item043|time2,scenario3|item052|time3,scenario4|item078|time4,scenario5|item118|time5,scenario6|item124|time6,37.35400391,-76.74669647,-1
R_1CxNbSfNRYnyXRL,Default Response Set,Anonymous,,,147.0.128.250,0,1/13/2017 10:30,1/13/2017 10:35,1,1,1,1,,,,,,,,,,,,16,,,,,,,,,24.141,24.141,30.045,1,1,,,,,,,,,,,15,,,,,,,,,,13.312,13.312,14.095,1,1,,,,,,,,,,15,,,,,,,,,,,6.039,6.039,6.75,1,1,,,18,,,,,,,,,,,,,,,,,,15.373,15.373,16.1,1,1,,,,,,,,,,,,,,,,,15,,,,107.541,107.541,108.387,1,1,,,,,,,,,,,,,19,,,,,,,,24.316,24.316,24.984,1,,38,1,5,,6,5,Scenario 5|Scenario 2|Scenario 4|Scenario 6|Scenario 1|Scenario 3,scenario1|item016|time1,scenario2|item039|time2,scenario3|item062|time3,scenario4|item075|time4,scenario5|item117|time5,scenario6|item137|time6,43.04820251,-88.08789825,-1
R_3erAMPMYccONC8Y,Default Response Set,Anonymous,,,76.179.253.181,0,1/13/2017 10:29,1/13/2017 10:35,1,1,1,1,15,,,,,,,,,,,,,,,,,,,,1.861,39.648,44.14,2,1,,,16,,,,,,,,,,,,,,,,,,49.666,49.666,50.501,1,1,,,,,,,,,,,,,,,,19,,,,,30.63,34.844,35.74,3,1,,,,15,,,,,,,,,,,,,,,,,36.792,36.792,38.373,1,1,,,,,,,,,,,,,,,18,,,,,,121.148,121.148,122.077,1,1,,,,,,,15,,,,,,,,,,,,,,41.156,41.156,43.318,1,,47,2,5,,6,4,Scenario 5|Scenario 2|Scenario 1|Scenario 6|Scenario 3|Scenario 4,scenario1|item001|time1,scenario2|item027|time2,scenario3|item068|time3,scenario4|item076|time4,scenario5|item115|time5,scenario6|item127|time6,44.86349487,-68.84020233,-1
R_1qU8HeKRmuGyjI7,Default Response Set,Anonymous,,,4.31.128.178,0,1/13/2017 10:32,1/13/2017 10:35,1,1,1,1,,,,,,,,,,,16,,,,,,,,,,20.8,23.585,24.465,5,1,,,15,,,,,,,,,,,,,,,,,,36.724,40.155,40.479,4,1,,,,,16,,,,,,,,,,,,,,,,39.482,42.866,45.216,4,1,,,,,,,,,,,16,,,,,,,,,,4.107,20.73,21.962,6,1,,,,,,,,,,,,,,,,,,,15,,41.993,41.993,45.559,1,1,,,,,,,,,,,,,,,,,,,16,,18.062,18.582,22.989,2,,25,1,3,,5,4,Scenario 5|Scenario 3|Scenario 2|Scenario 6|Scenario 1|Scenario 4,scenario1|item015|time1,scenario2|item027|time2,scenario3|item053|time3,scenario4|item087|time4,scenario5|item119|time5,scenario6|item143|time6,32.77870178,-96.82170105,-1
R_1oBjWt0g6pPliav,Default Response Set,Anonymous,,,71.227.220.216,0,1/13/2017 10:29,1/13/2017 10:35,1,1,1,1,,,,,,,,,,,,,,,16,,,,,,12.613,140.61,141.098,16,1,,16,,,,,,,,,,,,,,,,,,,19.992,29.489,30.473,6,1,,16,,,,,,,,,,,,,,,,,,,12.263,17.592,22.003,3,1,,,,16,,,,,,,,,,,,,,,,,10.534,45.634,46.733,9,1,,,,,,,,,,,,,,18,,,,,,,18.522,24.947,26.693,4,1,,,,,,,,,,,,,,,,,,16,,,7.556,29.575,31.624,9,,35,2,5,,4,5,Scenario 6|Scenario 4|Scenario 1|Scenario 2|Scenario 3|Scenario 5,scenario1|item019|time1,scenario2|item026|time2,scenario3|item050|time3,scenario4|item076|time4,scenario5|item114|time5,scenario6|item142|time6,48.79820251,-122.4098053,-1
R_32UZAcqHwWrk5Gi,Default Response Set,Anonymous,,,75.38.199.122,0,1/13/2017 10:31,1/13/2017 10:36,1,1,1,1,,,,,,,,,,,,,,,,18,,,,,24.247,24.247,25.765,1,1,,,,,,,,,,,,15,,,,,,,,,23.089,24.865,25.749,2,1,,,,,,,,,,,,,,16,,,,,,,24.934,25.918,26.91,2,1,,,,,,,,,,,,,18,,,,,,,,27.504,27.504,30.558,1,1,,,,,,,,,,,,,,,19,,,,,,20.855,20.855,21.664,1,1,,,,,,,,16,,,,,,,,,,,,,26.544,27.312,29.509,2,,31,2,5,,5,6,Scenario 4|Scenario 3|Scenario 2|Scenario 1|Scenario 5|Scenario 6,scenario1|item020|time1,scenario2|item040|time2,scenario3|item066|time3,scenario4|item089|time4,scenario5|item115|time5,scenario6|item128|time6,42.21960449,-83.604599,-1
R_1Hcb8ZooOmz2vGq,Default Response Set,Anonymous,,,12.234.128.59,0,1/13/2017 10:31,1/13/2017 10:36,1,1,1,1,,,,,,,,,,,,,,,,,,17,,,54.826,59.731,60.342,5,1,,,,,,,,,15,,,,,,,,,,,,12.696,29.241,30.158,13,1,,,,,,16,,,,,,,,,,,,,,,4.528,25.84,26.535,16,1,,,,,16,,,,,,,,,,,,,,,,24.411,31.211,32.303,8,1,,,,,,,16,,,,,,,,,,,,,,15.286,15.286,17.113,1,1,,,,,,,,,,,,,18,,,,,,,,74.617,94.202,95.771,19,,32,2,5,,6,5,Scenario 3|Scenario 2|Scenario 4|Scenario 5|Scenario 1|Scenario 6,scenario1|item022|time1,scenario2|item037|time2,scenario3|item054|time3,scenario4|item077|time4,scenario5|item103|time5,scenario6|item137|time6,30.15179443,-97.5904007,-1
R_2bHJ8SeqGp4UatV,Default Response Set,Anonymous,,,99.89.114.48,0,1/13/2017 10:25,1/13/2017 10:36,1,1,1,1,,,,,,,,,,,,,,,,15,,,,,58.871,58.871,59.877,1,1,15,,,,,,,,,,,,,,,,,,,,2.004,192.798,193.948,2,1,,,,,,,,,,,,,,,,,,,15,,32.424,32.424,33.922,1,1,,,,,,,,,,,,,16,,,,,,,,0.148,173.444,174.36,2,1,,,,,,,,,,,,,,15,,,,,,,34.715,34.715,36.221,1,1,,,,,,,,,,,,,,19,,,,,,,61.647,61.647,63.004,1,,38,2,5,,5,5,Scenario 4|Scenario 6|Scenario 3|Scenario 2|Scenario 1|Scenario 5,scenario1|item020|time1,scenario2|item025|time2,scenario3|item071|time3,scenario4|item089|time4,scenario5|item114|time5,scenario6|item138|time6,38.65010071,-121.2534027,-1
