"","id","context","text","group"
"1361",61,14,"I would get loan and see if we could move somewhere bigger. I would ask if another family member could help.",15
"1362",62,14,"Ask other relatives for help.",4
"1363",63,14,"Find a relative to assist ",4
"1364",64,14,"The room is free on the person.",-99
"1365",65,14,"I would ask any other relatives if they could short term look after him until I find a place for the both of us.",4
"1366",66,14,"I would let him move in until I can find a bigger place",1
"1367",67,14,"Make it work with the space you have",1
"1368",68,14,"I'd attempt to find in home care for him. ",10
"1369",69,14,"I would ask around my family and explain the situation and see if we can come together to provide a solution to this for dad.",4
"1370",70,14,"I would take him in and care for him.",1
"1371",71,14,"Move my father in with me anyway.",1
"1372",72,14,"i am out ",-99
"1373",73,14,"Temporarily move in with my father until I can better assess the situation and create a plan for moving forward.",2
"1374",74,14,"I definitely to go ",-99
"1375",75,14,"I would move in with him or, even if it is a tight squeeze, I would move him in with me anyway and he could have the living room. I would never abandon either of my parents after all they have done for me.",2
"1376",76,14,"I would put my father in my living room and make due with what I have. I'd also call a social worker to get help in getting my father some sort of help.",1
"1377",77,14,"I would try to find him a cheap apartment, if not I would just have to make due in my apartment until I could come up with a better solution.",3
"1378",78,14,"Seek Additional help ",0
"1379",79,14,"I would take my father in and we would make do until I could get us into a bigger place.",1
"1380",80,14,"Time for family conference.",4
"1381",81,14,"I would rent a big place with our combined income and take care of him myself.",3
"1382",82,14,"I would try to find a bigger apartment where I could take care of him.",3
"1383",83,14,"I'd make room in my apartment. There's no way you can tell me that we wouldn't be able to fit him in somehow. Either that or we would find a new apartment with more room or I'd move into his existing house.",1
"1384",84,14,"help him out",0
"1385",85,14,"I would move in with my father.",2
"1386",86,14,"I use my job",-99
"1387",87,14,"take out a loan and put him in a nursing home",15
"1388",88,14,"Try to find a solution with hospice.",0
"1389",89,14,"I build another room for my father",0
"1390",90,14,"I would get a bigger apartment and live there with my father.",3
"1391",91,14,"I would move in with my father at his place.",2
"1392",92,14,"I would take care of him myself. ",7
"1393",93,14,"Move him in with me anyway",1
"1394",94,14,"Find a way to move him in ",1
"1395",95,14,"I would take him to my place still",1
"1396",96,14,"ask family for help",4
"1397",97,14,"Move in with him and help take care of him",2
"1398",98,14,"Move my father in with me and tough it out until I can get a bigger place.",1
"1399",99,14,"Use his pension and combine it my income to afford a somewhat larger dwelling.",3
"1400",100,14,"Move in with father, if no other siblings can.",2
"1401",1,15,"Do some math and ration food",1
"1402",2,15,"I pray for a miracle to happen for all of us on the ship.",0
"1403",3,15,"Let the crew know to start rationing food and water.",1
"1404",4,15,"eat less, ration, triage",2
"1405",5,15,"Ration food and try to assign people tasks to keep them distracted and hopeful.",1
"1406",6,15,"I would conserve food but make sure there was ample water.",1
"1407",7,15,"Set off flares.",6
"1408",8,15,"I would count the food supply, secure it, and come up with a ration plan before telling everyone.",1
"1409",9,15,"I would ration supplies and explain the situation to the crew and passangers.",1
"1410",10,15,"Make sure that we ration the food and water to the bare minimum and keep everyone calm by reassuring them that everything will be ok.",1
"1411",11,15,"Try to ration the food and keep calm.",1
"1412",12,15,"tell the passengers the situation, ration meals",11
"1413",13,15,"Tell everyone to start fishing and boiling water so you have food and clean water. ",3
"1414",14,15,"tell them that help will arrive soon and encourage calm",4
"1415",15,15,"Lay out a clear rationing plan. Advise people to stay out of the sun and not drink sea water. Try and set up a way to collect water.",1
"1416",16,15,"I would take all the food supplies under my control and ration them out equally each meal. I would lock the food supply somewhere safe and check to see no one is dehydrated.  ",1
"1417",17,15,"tell them to ration the food until help arrives",1
"1418",18,15,"Explain the situation and ration out of the food accordingly",11
"1419",19,15,"Ration the supplies.",1
"1420",20,15,"I would instruct the crew to keep passengers calm and I would make sure we're rationing food. ",4
"1421",21,15,"I have inform for my superior and convince for all the passengers",-99
"1422",22,15,"Ration the food, give just enough to get by, make it stretch out. I would gather everyone together in person and explain what has happened, explain about the food, explain not to panic that help is on the way. ",1
"1423",23,15,"You have to be honest, nobody is in danger. Make up some fun things to do and offer them free shit.",16
"1424",24,15,"ration food and say calming things to prevent a panic",1
"1425",25,15,"Immediately begin rationing the food and especially the water and enforce it strictly.",1
"1426",26,15,"Take careful analysis of all the factors.",0
"1427",27,15,"I would try to figure out if there is a way to ration the food to keep everyone alive.",1
"1428",28,15,"ask a professional for advice.",10
"1429",29,15,"ration the food out until it gets there",1
"1430",30,15,"I ask everyone to ration the food and water and to work together because it will be a long week and we will need each other's support.",1
"1431",31,15,"Lie to keep everyone calm",7
"1432",32,15,"ration the food",1
"1433",33,15,"Comfort the people",4
"1434",34,15,"tell them the situation, ration food",11
"1435",35,15,"Ration the supplies to last as long as they can.",1
"1436",36,15,"Ration out the food evenly.",1
"1437",37,15,"call the coast guard",6
"1438",38,15,"I would instruct my crew to lock the food supplies somewhere secure until we could come up with a rationing plan",0
"1439",39,15,"ration the food, attend to health and safety of all passengers",1
"1440",40,15,"I would attempt to repair the engine.",15
"1441",41,15,"I would ration the food out and hope help arrives shortly",1
"1442",42,15,"limit food and remain calm and tell the people what is going on",1
"1443",43,15,"explain to them to stay calm and help is coming.  then make sure the food is rationed approprioptly",4
"1444",44,15,"Ration food and tell people to keep calm",1
"1445",45,15,"Ration supplies to make them last; try to keep the passengers entertained in the meantime",1
"1446",46,15,"i need to be direct and say we need to perserve food",1
"1447",47,15,"Call or radio my boss for advice",10
"1448",48,15,"I would start fishing",3
"1449",49,15,"ration suppiles to hol out",1
"1450",50,15,"Explain the situation to everyone, ration food and try to keep people occupied so not to worry.",11
"1451",51,15,"Tell them the situation and ask them to keep calm. Prayers would help.",11
"1452",52,15,"I would ration out the food and hope for the best.",1
"1453",53,15,"I would start taking inventory of all of the food, then would start a plan for rationing.",1
"1454",54,15,"Try to find the nearest port and see if you can ride the current offshore, anchor up and tender people off for a bit",0
"1455",55,15,"Start rationing portions and let the crew know help is on the way but it could take a couple of days.",1
"1456",56,15,"I will try to advise the team to manage with what we have till we get rescue",0
"1457",57,15,"I would do an inventory of all the supplies. Then make a quick accounting of the amount available per passenger. I would explain the situation and what they are allotted to them. ",1
"1458",58,15,"I would make a plan to ration, and i would radio for help to get a supply helicopter to bring more. ",1
"1459",59,15,"I would come up with a plan that structures access and distribution to food supplies.",1
"1460",60,15,"Tell everyone to remain calm, inform people of the situation and that there might be a week wait for rescue. Let them know that food will be rationed out during this period so that everyone can survive the wait. Inform the crew of the plans to ration said food. ",4
"1461",61,15,"I would try my best to explain the situation in a way that would not make them panic too much.",4
"1462",62,15,"Tell them to stay calm and the situation is under control.",4
"1463",63,15,"Make a plan with all involved ",0
"1464",64,15,"The passanger is high rate and good,",-99
"1465",65,15,"Explain to passengers and crew the situation and that food and water should be carefully rationed",1
"1466",66,15,"I would instruct that we need to ration food and everyone should stay calm and know that rescue is on the way",1
"1467",67,15,"Take stock of supplies and ration as needed",1
"1468",68,15,"I would divide the 50 passengers into groups; 5 groups of 10. They will elect the group's leader and I will divide resources among us, entrusting them to each group's leader to use responsibly. ",1
"1469",69,15,"With food being sparce, I would distribute food in a method to assure we can last longer than a week and push a water heavy diet and good resting to maintain our energy and attitudes.",1
"1470",70,15,"Show people how to fish",3
"1471",71,15,"Keep the food and water under my supervision, ration the remaining supplies and find containers to store easch individual's urine.",1
"1472",72,15,"50-passenger cruise ship",-99
"1473",73,15,"I would tell the passengers and crew the details of our predicament and let them know if might be a week before help arrives so we will need to start rationing food.",11
"1474",74,15,"I give some help for engine starting problem.",-99
"1475",75,15,"I would be honest with my crew but tell them we will be okay if we can eat sparingly and stick together as a team, as to prevent chaos and panic.",0
"1476",76,15,"I would announce that we are rationing food over the next week until help arrives.",1
"1477",77,15,"I would have to firstly cut food down to rations, and then explain the situation to everyone and make sure they know this isn't good and if we want to survive we must all work together.",1
"1478",78,15,"Hold a meeting and count supplies ",1
"1479",79,15,"I would take a deep breath and then calculate how many supplies we have and how much we could eat each day to make it last then I would instruct everyone accordingly.",1
"1480",80,15,"I would be honest with both crew and passengers and tell them that we will need to ration food until rescue.",11
"1481",81,15,"First I would check the food supply and start ration it out and try to make it last us for as long as possible and then I would try to keep everyone calm and tell them what is going on.",1
"1482",82,15,"Everyone on board would have to start rationing food.",1
"1483",83,15,"Well firstly, I'd panic. I assume as a trained captain of a cruise ship that there are procedures related to this instance. I guess I would start by rationing the food.",0
"1484",84,15,"tell them to ration food",1
"1485",85,15,"I would be honest with the passengers and work with them to make sure the food will last.",1
"1486",86,15,"I am follow the instruct",-99
"1487",87,15,"tell people they have to rationalize the food.",1
"1488",88,15,"Let them know food will be distributed but it will be limited. There is rescue on the way, so just bare with it for a few days.",11
"1489",89,15,"I explained the situation to crew and asked some ideas",11
"1490",90,15,"I would institute strict rationing and hope for the best.",1
"1491",91,15,"I would take food inventory.",0
"1492",92,15," I would try and manage the remaining food supplies, and tell the fattest passengers to prepare to eat less. A lot less. ",1
"1493",93,15,"Start rationing food and make a plan",1
"1494",94,15,"Set up a daily routine and plan for food rationing.",1
"1495",95,15,"I would think of how to catch fish",3
"1496",96,15,"ration the food",1
"1497",97,15,"I would instruct the crew of the situation, but try to keep the passengers from being too alarmed.  I would ration the dwindling supplies as best as possible.",4
"1498",98,15,"Ration the food supplies, have an assembly where you calmly tell the passengers the truth and ask for help from them, according to their professional knowledge.",0
"1499",99,15,"Let the passengers know the situation and advise of a food rationing.",11
"1500",100,15,"Have a meeting and implement rationing. See if we have fishing equipment. Prepare to gather rain water if possible.",0
"1501",1,16,"Hike back to where you started or find a signal",4
"1502",2,16,"Calling 911 works, unless you have no battery, so I would keep calling until I got an answer. ",4
"1503",3,16,"Give my shirt to Todd for shade and walk to get help.",9
"1504",4,16,"take my shirt off to help shield from the sun",9
"1505",5,16,"Shade Todd the best I can and quickly try to find service.",9
"1506",6,16,"I would go to find water, leaving a trail behind me to get back to him.",5
"1507",7,16,"Try to go get help or find a spot where I have service and then come back for Todd.",4
"1508",8,16,"shelter him in place and leave to find help",1
"1509",9,16,"I would work on freeing his arm.",7
"1510",10,16,"I would go to get help as fast as I could. Being there with them would not help and I would have to go fast. ",1
"1511",11,16,"shelter Todd and go for help.",1
"1512",12,16,"leave Todd with all the supplies and leave him to go get help",1
"1513",13,16,"Find some branches to build a shelter for shade, get him water then a large stick to help pry the crevice open.",9
"1514",14,16,"look on nearby trails to try and find other people who could go get help",1
"1515",15,16,"Leave Todd with fod and water and cover him from the sun then go for help",1
"1516",16,16,"I would leave Todd and walk over to where I get better reception. After I call 911, I would return to where Todd is.",4
"1517",17,16,"walk until i have service",4
"1518",18,16,"leave him with as much supplies as possible and seek help.",1
"1519",19,16,"Find something with which to cover Todd to protect him from sun exposure and the elements, give him whatever rations and water I can spare him of my own supply and then leave to find help, leaving trail markers along the way to find my way back.",9
"1520",20,16,"I try to stay calm and keep Todd calm. If I'm positive I can't help him myself I would move around to try to get service. ",4
"1521",21,16,"I have inform for everyone about the issue",-99
"1522",22,16,"Start walking until you have service or have reached someone who can get help. ",1
"1523",23,16,"I find water for Todd, shelter him from the sun and get help or find a signal",5
"1524",24,16,"might wait until dusk to climb higher and get cell service",14
"1525",25,16,"I'd leave my water with Todd and go for help, all the while checking to see if I now have a cell signal.",1
"1526",26,16,"See if there is water near by.",5
"1527",27,16,"I would try to find somewhere with cell service.",4
"1528",28,16,"try to walk for help",1
"1529",29,16,"try to go get help",1
"1530",30,16,"Tell Todd to hang tight for a minute, and go find a signal for some help.",4
"1531",31,16,"Tell Todd I am going to find help",1
"1532",32,16,"continue helping todd",7
"1533",33,16,"find help",1
"1534",34,16,"help and don't stop helping",7
"1535",35,16,"Try to go up or down the mountain looking for service.",4
"1536",36,16,"Keep trying until you get Todd free.",7
"1537",37,16,"run to get help...or service",1
"1538",38,16,"I would help Todd get as comfortable as possible, then I would begin hiking out until I could get a cell signal",4
"1539",39,16,"travel until I find signal.",4
"1540",40,16,"I would find some ropes to tie around Todd in order to pull him out.",7
"1541",41,16,"I would climb down and try to find help",1
"1542",42,16,"cover him from the sun.  walk till I have cell service and call for help",9
"1543",43,16,"keep trying to get him unstuck and wander off a little to try and find a signal or help",7
"1544",44,16,"Go try to find water then come back to help",5
"1545",45,16,"Try to stay relatively close but see if I can walk around and find service.",4
"1546",46,16,"drink water and get help",7
"1547",47,16,"Leave and look for somewhere with service or find help.",4
"1548",48,16,"I leave for help.",1
"1549",49,16,"walk to were there is service",4
"1550",50,16,"Tell him to stay calm, then cover my head and skin as much as possible and go for help, whether a nearby roadway or back to the original departure point",1
"1551",51,16,"Try to find a signal elsewhere and call for help.",4
"1552",52,16,"I would go to another spot where I can pick up service.",4
"1553",53,16,"I would have no choice but to leave Todd and try to find help or try to get better reception on my cell phone.",1
"1554",54,16,"Keep trying to get it out",7
"1555",55,16,"Keep trying to get his arm out until I do.",7
"1556",56,16,"I will try hold him till we get help",0
"1557",57,16,"I would make Todd as comfortable as possible. Then I would scout about for an area where I could get a cell signal to call for help. ",4
"1558",58,16,"I would get myself to safety and call 911 as soon as possible.",1
"1559",59,16,"I would try to reach an area with service and call 911 again.",4
"1560",60,16,"I would tell Todd to remain calm and wait here whilst I go to find a place where I can get a signal or find help. ",1
"1561",61,16,"I would try to climb down the mountain and see if I could get a signal for my phone.",4
"1562",62,16,"Leave Todd to try to find help.",1
"1563",63,16,"Go find a place with service to call 911",4
"1564",64,16,"The todd is rock and the slips.",-99
"1565",65,16,"I think there'd be no choice but to tell Todd that amputation would be our only option",6
"1566",66,16,"I will stay with him until he decides what is best for him",3
"1567",67,16,"Leave Todd with supplies, and go to get cell reception or help",1
"1568",68,16,"I'd make a shade over Tom, leave him with some water, and go try to find service and help immediately. ",1
"1569",69,16,"I would first tell my friend I am not leving him but need to see if we can get reception in a better location fast. I would be gone no longer than 10 minutes. If this didn't work I would then return and work out ways in which could get him free and or out of the crevice.",4
"1570",70,16,"Keep working to free him",7
"1571",71,16,"Leave on foot and try and get help.",1
"1572",72,16,"Todd's arm out of the rock",-99
"1573",73,16,"I'd make sure Todd was not in immediate danger and attempt to move into cell tower range and call for help",4
"1574",74,16,"I reach the near people help",-99
"1575",75,16,"I would try longer to free his arm. If we really could not free him, I would mark our exact location on my phone and travel alone until I found service and could reach help successfully. Once I reached 911 and was sure they were coming, I would return to my friend and wait with them. Or, I would wait where 911 could find me easily and lead them to my friend.",7
"1576",76,16,"I create a SOS with land markers or rocks if able. Afterwards, I travel down the mountain to try to get service. When I finally get a call for help I come back up to my friend to wait with them. I'd do my best to help them avoid too much skin exposure to the sun.",8
"1577",77,16,"The drastic part of this is us dying from dehydration, it is a long way down so if we are to high up to get help then I might have to cut his arm off.",6
"1578",78,16,"Possible break his arm to get it out or go get help and come back",6
"1579",79,16,"I would try to walk a little in both directions to try to get signal if I was unable to get signal I would tell Todd that I need to go for help.",4
"1580",80,16,"I would cover Todd with jacket, etc., to keep him from sun exposure and keep moving about until I got cell phone service.",9
"1581",81,16,"I would keep trying until finally I got it lose and I would try to conserve as much energy as I could for the rest of the mountain climbing.",7
"1582",82,16,"I would try to find water for the both if us and stay with my friend until someone comes looking for us.",5
"1583",83,16,"I'd shade Todd, find water for both of us. Try to find signal close, if I can't then I'd have to leave Todd for help",9
"1584",84,16,"stop and help",-99
"1585",85,16,"I would go for help.",1
"1586",86,16,"I am so sad this situation but I am complete my way",2
"1587",87,16,"keep trying to get todd out until help arrives ",7
"1588",88,16,"Continue to try to help them no matter what.",7
"1589",89,16,"I try some other way to get people",-99
"1590",90,16,"I would leave Todd and quickly go for help.",1
"1591",91,16,"I would leave Todd and quickly bring back help.",1
"1592",92,16,"leave ted for dead. ",2
"1593",93,16,"Leave whatever water you have and go try to find help",1
"1594",94,16,"Find the closest place with signal to get help.",4
"1595",95,16,"I would run down and look for help.",1
"1596",96,16,"Cover him and go for help",9
"1597",97,16,"Try to get some water.  Try to make it to somewhere that has service.",5
"1598",98,16,"Cover Todd with your shirt to shield him from the sun. Go for help.",9
"1599",99,16,"Keep trying and see if I can find some cover for shade.  Hopefully, I have left emergency contact information with someone.",9
"1600",100,16,"Shield Todd and myself from the sun. Drink fluids (we had enough for the day, right?), secure Todd and try to get back to where I had cell service.",9
"1601",1,17,"Leave the store and lock it.",3
"1602",2,17,"I would call where my appointment is and let them know I could be late because my boss is running late.",7
"1603",3,17,"Lock the store and leave a note....the boss obviously knows that I have the appointment.",3
"1604",4,17,"go to court",6
"1605",5,17,"Call my other coworkers to see if somebody can help me close the store until the manager answers.",2
"1606",6,17,"Call my co-workers and ask them to come in for a bit.",2
"1607",7,17,"Try to call another coworker but if they do not answer then I would close the shop and come back after my court appointment and reopen.",2
"1608",8,17,"I would lock the store and leave to my appointment",3
"1609",9,17,"I would lock the store and leave a note for my boss.",3
"1610",10,17,"Go to court and lock the store. My life is more important for that day. ",3
"1611",11,17,"call an employee to see that is near.",2
"1612",12,17,"I would call a coworker to see if they can fill in for me.",2
"1613",13,17,"Close the store and hang a sign apologizing for the inconvenience.",3
"1614",14,17,"lock the store and leave for the appointment",3
"1615",15,17,"Close the store and leave",3
"1616",16,17,"I would lock the convenience store and leave a voicemail and text message that I have to leave for my court appointment and tell him that I locked up the store.",3
"1617",17,17,"stay till either he or another coworker gets there",4
"1618",18,17,"Leave him a note explaining the situation and head to court",12
"1619",19,17,"Call the courthouse to advise of the situation and request a delay.",7
"1620",20,17,"I would call my coworkers to see if anyone could cover for me. ",2
"1621",21,17,"I have immediately inform the boss's neighbors.",14
"1622",22,17,"I would call another employee or manager to come in for me. If I couldn't get a hold of anyone I would call my lawyer, you need to have a lawyer for any court proceedings, get their advice and go from there. It may be a case where it can be postponed. If it isn't that type of case I HAD to show up or risk jail time, I would probably lock the store up and go to court. I can always find another job.",2
"1623",23,17,"Assuming I told my boss about the court date, I lock the store and go to court.",3
"1624",24,17,"it depends on if i can contact the court or not and how much trouble i could be in. if it would be a warrant I might just lock the store.",0
"1625",25,17,"I would have discussed the matter well in advance and we could have arrived at a contigency plan. That failing, I would call the court and explain the situation and ensure that they know it's my boss's fault, not mine.",7
"1626",26,17,"Lock the door, leave a note.",3
"1627",27,17,"I would lock the store up and leave.",3
"1628",28,17,"Lock up shop and leave",3
"1629",29,17,"lock the store down until he gets there",3
"1630",30,17,"I will call my lawyer and explain the situation in advance so he can be prepared when he's in front of the judge.",7
"1631",31,17,"Close up shop and go to court",3
"1632",32,17,"continue working",5
"1633",33,17,"Stay until boss shows up",4
"1634",34,17,"leave",6
"1635",35,17,"Try to call someone else to come in.",2
"1636",36,17,"Close the store and go to my appointment.",3
"1637",37,17,"call him ",1
"1638",38,17,"I would try and contact any other coworkers to see if they could come in and take over until the boss shows up",2
"1639",39,17,"Close the store, leave a note.",3
"1640",40,17,"I will not work free overtime. I will show up at my court appointment after I clock out.",6
"1641",41,17,"I would call another worker to see if they can fill in",2
"1642",42,17,"You have to wait till he gets there.  Call lawyer and ask for an extension.  ",4
"1643",43,17,"try and call another employee in to relive me",1
"1644",44,17,"Leave for court and talk to the boss later",6
"1645",45,17,"Put up a ""sorry, we're closed!"" sign and close the store down. I have to do what I have to do.",3
"1646",46,17,"call another coworker to cover",2
"1647",47,17,"Call his boss. Call another employee to see if they can take over.",1
"1648",48,17,"Stay, as much as it sucks it's my job.",5
"1649",49,17,"leave him a message saying you must leave and leave",12
"1650",50,17,"I'd stay until the last minute in order to make it to court on time; lock up and leave a note if my boss still hasn't arrived.",0
"1651",51,17,"Call the court and explain my situation.",7
"1652",52,17,"I would have no choice other than closing the store.",3
"1653",53,17,"I would then call the assistant manager or another employee to come take over my shift so I could get to my appointment.",2
"1654",54,17,"Leave and go to court",6
"1655",55,17,"I may try to call someone to cover the shift until the boss arrives.",2
"1656",56,17,"I will go for the appointment",6
"1657",57,17,"I would call a coworker to come cover the store. ",2
"1658",58,17,"I would write a note and close up the store and make it to my appointment on time. ",3
"1659",59,17,"I would call a co-worker for help.",2
"1660",60,17,"I would leave a note for my boss and close up the store and go to my court appointment as scheduled.",3
"1661",61,17,"I would try to call another employee to see if they can cover and if not, I'll lock up the store.",2
"1662",62,17,"Lock up the store and go to my appointment.",3
"1663",63,17,"Continue to try and call my boss",1
"1664",64,17,"The shift is the alert in boss time.",-99
"1665",65,17,"I'd wait until he arrives and ask for an explanation letter to give to the court. ",4
"1666",66,17,"I would close the store temporarily",3
"1667",67,17,"Close the store and leave, court obligations are more important.",3
"1668",68,17,"I would call the GM if there is one, and tell them I have an emergency and must be relieved of my shift. If they can't immediately find someone to replace me, I have no choice but to secure the store and leave. ",2
"1669",69,17,"I would call the court appointment and see if it can be delayed a bit, otherwise I would go to the appointment.",7
"1670",70,17,"Close the store",3
"1671",71,17,"Lock the store and go to court.",3
"1672",72,17,"next shift work in day",-99
"1673",73,17,"Wait until the absolute last minute for my boss to show up, leave a voicemail reminding the owner about my appointment at 8 am, left him know I am locking the store, setting the alarm and leaving.",0
"1674",74,17,"I grant request to ask my store owner ",-99
"1675",75,17,"I would call the court and ask them if I could attend virtually.",0
"1676",76,17,"I'd leave a message for my boss and leave for my court appointment to avoid warrants.",0
"1677",77,17,"I would have to call another employee or someone to take my place. If I cannot get ahold of anyone, then I would have to close the store and reopen it when I am finished.",2
"1678",78,17,"Call the courthouse ",7
"1679",79,17,"Well it depends on several things such as how far away the courthouse is but  likely I would contact my attorney or the courthouse and explain the situation so that they know I may be late and I would give my boss a few more minutes if I didn't hear from him I would lock up the store and leave him a text and voicemail explaining the situation",7
"1680",80,17,"I would stay at the store; attempt to call the court clerk; continue calling my boss.  Also try phone # of second in command, assistant manager.",0
"1681",81,17,"I called and left a message telling him that I had to go ahead and close up the store because I had an important court appointment at 8 am that I could not miss.",3
"1682",82,17,"Ask another employee to cover for me.",2
"1683",83,17,"I would close the shop and lock up. My shift is over, the person that is responsible hasn't shown up and I have a life outside of my job",3
"1684",84,17,"Unsure what to do",-99
"1685",85,17,"I would call other employees and find someone to cover for me.",2
"1686",86,17,"I am go to attend meeting first",-99
"1687",87,17,"call the second in charge and tell them what the problem is",0
"1688",88,17,"Close the store. My boss should be able to open it when he arrives.",3
"1689",89,17,"I asked my colleague to take care",-99
"1690",90,17,"I would lock up, put a sign on the door, and leave.",3
"1691",91,17,"I would lock the store and go to court.",3
"1692",92,17,"would leave the job. ",9
"1693",93,17,"Wait as long as possible and close down the store if he hasn't shown up",4
"1694",94,17,"Call a colleague for help and leave a note for my boss. ",2
"1695",95,17,"I will call a colleague",2
"1696",96,17,"Call coworkers to come in",2
"1697",97,17,"Call his boss, as as well as other employees to see if someone can rush to cover his shift",1
"1698",98,17,"Close the store down and lock it. It's not my responsibility to stay.",3
"1699",99,17,"Call my attorney and see if it can be delayed otherwise, close the store and go.",7
"1700",100,17,"If I have keys, lock the door and put up a sign, and go to court. Also, call the boss' emergency contacts and other employees to try to find coverage fast.",3
"1701",1,18,"Help him or get help",4
"1702",2,18,"I would stop and help my competitor up, so they can at least get medical attention.",4
"1703",3,18,"Stop and help the competitor to make sure they are alright.",4
"1704",4,18,"call them out",0
"1705",5,18,"Stop and help.",4
"1706",6,18,"I would pick him up and bring him back and then go back for the dogs",3
"1707",7,18,"Call the police and an ambulance.",1
"1708",8,18,"try and help them",4
"1709",9,18,"I would tie him to his sled, tie the sled to mine, and tow him and his dogs.",3
"1710",10,18,"I would help them. The life of others is more important than winning the race.",4
"1711",11,18,"help him.",4
"1712",12,18,"call 9-1-1 immediately",1
"1713",13,18,"Get help for my competitor - No one wants to die",10
"1714",14,18,"I would stop and help them and call to get other people to help",4
"1715",15,18,"Stop my sled and try to render aid. Call for medical help.",4
"1716",16,18,"I would stop and help the person. I would call 911 and people running the competition.",4
"1717",17,18,"stop and call for help",4
"1718",18,18,"Stop and try to help the person. Winning can wait",4
"1719",19,18,"Exit the race and assist the unconscious competitor.",4
"1720",20,18,"I would stop to help them. ",4
"1721",21,18,"I have inform the police and continue for my race",5
"1722",22,18,"Stop and rush over to see what can be done for them. Call for a rescue team and stay with the hurt competitor until help arrived.",4
"1723",23,18,"I radio to race officials. Im not a doctor and I don't know how I would make the situation better",1
"1724",24,18,"administer first aid",4
"1725",25,18,"I have no medical training, and time is of the essence, so I would press forward and get help. This is assuming no cell service way out in the middle of nowhere in sled dog country.",10
"1726",26,18,"Keep going as others are too and someone will help him who is paid to do so.",2
"1727",27,18,"I would help them.",4
"1728",28,18,"help them",4
"1729",29,18,"stop and radio for help",1
"1730",30,18,"I will alert racing officials to their condition and continue the race.",5
"1731",31,18,"Call for help",1
"1732",32,18,"Help the competitor",4
"1733",33,18,"Keep going",2
"1734",34,18,"stop and help them",4
"1735",35,18,"Call for help.",1
"1736",36,18,"Stop and help the person.",4
"1737",37,18,"help the sledder ",4
"1738",38,18,"I would have no choice but to stop, and while helping my competitor I would be coming up with ideas for how I might pull ahead and still win",0
"1739",39,18,"help them.",1
"1740",40,18,"I would continue to race, because there is a chance I could be blamed for the crash.",2
"1741",41,18,"I would continue the race and win and then tell people he needs help",7
"1742",42,18,"YOu help them.  Nothing is more important than life.",4
"1743",43,18,"stop and help  them and call the police or medics on scene",4
"1744",44,18,"Help them",4
"1745",45,18,"Stop and try to assist the competitor, trying to flag down people for help",4
"1746",46,18,"keep going because honeslty i need to go get help because im no help to him",10
"1747",47,18,"Stop and get help for the competitor",4
"1748",48,18,"Tend to them, no human beings life is worth less than any amount of money.",4
"1749",49,18,"help them call for help",4
"1750",50,18,"Get them out of the snow and cold and call for help; continue with the race once help arrived",5
"1751",51,18,"Stop to help the crashed driver.",4
"1752",52,18,"Since there would be not much I could do to actually help, I would continue and the first person I seen I would have them go back and help this person.",14
"1753",53,18,"I would check to see what their injuries are.  I would then call either on the radio or on a cell phone to the race medics to come take a look.  I would stay with the person until help arrived.",11
"1754",54,18,"Stop and help",4
"1755",55,18,"Try to do CPR, call for help and get on with the race.",5
"1756",56,18,"I will go check on my competitor",11
"1757",57,18,"I woul sttempt to help the competitor and stay with them until medical personnel arrived. ",6
"1758",58,18,"I would pull over immediately and get them whatever help or medical attention I could, and make sure the dogs were ok. I would get them to safety. ",4
"1759",59,18,"I would stop to help.",4
"1760",60,18,"Check to see if anyone else has called/alerted help, if not then I would stop and try and get help for the individual. ",4
"1761",61,18,"I would check on them and then try to call for some help/aid for them.",11
"1762",62,18,"I would stop and try to contact help.",1
"1763",63,18,"Stop and render aid ",4
"1764",64,18,"The mile is long but unconscious",-99
"1765",65,18,"I'd stop and check their pulse, alert some authorities on how to proceed or put him on the sled and have his dogs follow mine.",11
"1766",66,18,"I would stop and try to call for help",1
"1767",67,18,"Radio to race officials and tell them the location",1
"1768",68,18,"I would make sure they were covered and call for help from the organizers. I would then continue. ",5
"1769",69,18,"I would stop and care for them if possible, otherwise I would flag down other racers or even call the organizers and stay with the participant.",4
"1770",70,18,"Stop and help them.",4
"1771",71,18,"Stop and help them, call for help.",4
"1772",72,18,"first and use the prize money to pay for your college tuition",-99
"1773",73,18,"Stop to render aid and call 911",4
"1774",74,18,"I drop it",-99
"1775",75,18,"I would absolutely stop and assist this person.",4
"1776",76,18,"I would put them on my sled and take them to the next checkpoint with staff for the race.",3
"1777",77,18,"I would stop and pick up the other unconcious competitor and bring him with through the rest of the race.",3
"1778",78,18,"Stop and aid them",4
"1779",79,18,"I would stop and help the person to the best of my ability.",4
"1780",80,18,"No question.  You stop, attempt to aid, use phone to get help.",4
"1781",81,18,"I would stop and help him out because college can wait but a person life can't wait so I would load him on my sled and take him to the nearest help or place I could find to get him help!!",4
"1782",82,18,"I would stop to see if I could help.",4
"1783",83,18,"I would tie them to my sled, and their dogs, and I would finish the race the best I could. Money isn't worth another person's life, although, someone else might have come along and found them. I don't think my conscious would let me leave them.",3
"1784",84,18,"stop and help",4
"1785",85,18,"I would stop racing and get them help.",4
"1786",86,18,"I complete my destination",2
"1787",87,18,"keep going",2
"1788",88,18,"Stop and help. The race is not worth a life.",4
