Progress,Duration (in seconds),Finished,S1_4,S1_5,S1_6,S2_4,S2_5,S2_6,S3_4,S3_5,S3_6,S4_4,S4_5,S4_6,S5_4,S5_5,S5_6,S6_4,S6_5,S6_6,S7_4,S7_5,S7_6,S8_4,S8_5,S8_6,S9_4,S9_5,S9_6,S10_4,S10_5,S10_6,S11_4,S11_5,S11_6,S12_4,S12_5,S12_6,S13_4,S13_5,S13_6,S14_4,S14_5,S14_6,S15_4,S15_5,S15_6,S16_4,S16_5,S16_6,S17_4,S17_5,S17_6,S18_4,S18_5,S18_6,demo,age,gender,ethnicity,ethnicity_6_TEXT,education,ses,S1A,S2A,S3A,S4A,S5A,S6A,S7A,S8A,S9A,S10A,S11A,S12A,S13A,S14A,S15A,S16A,S17A,S18A,S5-FR_5 - Parent Topics,S5-FR_5 - Sentiment Polarity,S5-FR_5 - Sentiment Score,S5-FR_5 - Sentiment,S5-FR_5 - Topic Sentiment Label,S5-FR_5 - Topic Sentiment Score,S5-FR_5 - Topics,FL_11_DO_FL_248,FL_11_DO_FL_265,FL_11_DO_FL_264,FL_11_DO_FL_263,FL_11_DO_FL_262,FL_11_DO_FL_261,FL_11_DO_FL_260,FL_11_DO_FL_259,FL_11_DO_FL_258,FL_11_DO_FL_257,FL_11_DO_FL_256,FL_11_DO_FL_255,FL_11_DO_FL_254,FL_11_DO_FL_253,FL_11_DO_FL_252,FL_11_DO_FL_251,FL_11_DO_FL_250,FL_11_DO_FL_249,FL_186_DO_FL_25,FL_186_DO_FL_27,FL_186_DO_FL_29,FL_186_DO_FL_31,FL_186_DO_FL_33,FL_186_DO_FL_35,FL_189_DO_FL_37,FL_189_DO_FL_39,FL_189_DO_FL_41,FL_189_DO_FL_44,FL_189_DO_FL_49,FL_189_DO_FL_51,FL_196_DO_FL_54,FL_196_DO_FL_56,FL_196_DO_FL_58,FL_196_DO_FL_60,FL_196_DO_FL_62,FL_196_DO_FL_64,FL_197_DO_FL_66,FL_197_DO_FL_68,FL_197_DO_FL_70,FL_197_DO_FL_72,FL_197_DO_FL_74,FL_197_DO_FL_76,FL_198_DO_FL_78,FL_198_DO_FL_80,FL_198_DO_FL_82,FL_198_DO_FL_84,FL_198_DO_FL_86,FL_198_DO_FL_88,FL_199_DO_FL_90,FL_199_DO_FL_92,FL_199_DO_FL_94,FL_199_DO_FL_96,FL_199_DO_FL_98,FL_199_DO_FL_100,FL_200_DO_FL_108,FL_200_DO_FL_110,FL_200_DO_FL_112,FL_200_DO_FL_114,FL_200_DO_FL_116,FL_200_DO_FL_118,FL_201_DO_FL_120,FL_201_DO_FL_123,FL_201_DO_FL_125,FL_201_DO_FL_127,FL_201_DO_FL_129,FL_201_DO_FL_131,FL_202_DO_FL_133,FL_202_DO_FL_137,FL_202_DO_FL_135,FL_202_DO_FL_139,FL_202_DO_FL_141,FL_202_DO_FL_143,FL_203_DO_FL_145,FL_203_DO_FL_147,FL_203_DO_FL_149,FL_203_DO_FL_151,FL_203_DO_FL_153,FL_203_DO_FL_155,FL_204_DO_FL_157,FL_204_DO_FL_161,FL_204_DO_FL_163,FL_204_DO_FL_165,FL_204_DO_FL_167,FL_204_DO_FL_169,FL_205_DO_FL_159,FL_205_DO_FL_171,FL_205_DO_FL_173,FL_205_DO_FL_175,FL_205_DO_FL_177,FL_205_DO_FL_179,FL_206_DO_FL_207,FL_206_DO_FL_208,FL_206_DO_FL_209,FL_206_DO_FL_210,FL_206_DO_FL_211,FL_206_DO_FL_212,FL_213_DO_FL_214,FL_213_DO_FL_215,FL_213_DO_FL_216,FL_213_DO_FL_217,FL_213_DO_FL_218,FL_213_DO_FL_219,FL_220_DO_FL_221,FL_220_DO_FL_222,FL_220_DO_FL_223,FL_220_DO_FL_224,FL_220_DO_FL_225,FL_220_DO_FL_226,FL_227_DO_FL_228,FL_227_DO_FL_229,FL_227_DO_FL_230,FL_227_DO_FL_231,FL_227_DO_FL_232,FL_227_DO_FL_233,FL_234_DO_FL_235,FL_234_DO_FL_236,FL_234_DO_FL_237,FL_234_DO_FL_238,FL_234_DO_FL_239,FL_234_DO_FL_240,FL_241_DO_FL_242,FL_241_DO_FL_243,FL_241_DO_FL_244,FL_241_DO_FL_245,FL_241_DO_FL_246,FL_241_DO_FL_247
100,206,TRUE,,,,,,,0,0,0,0,0,0,,,,0,0,2,,,,56,91,98,,,,2,0,0,,,,,,,100,100,100,,,,,,,,,,,,,,,,,52,Female,White / Caucasian,,College Graduate (4 year),Rung 5,,,overcharging the next customers,pulling the fire alarm,,stealing all of the food and water,,asking the parents if they know him,,stealing whatever she has on her,,,telling his sister as soon as possible,,,,,,,,,,,,,,,2,5,,4,,1,,3,,,6,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,177,TRUE,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,71,81,93,,,,,,,,,,0,0,0,60,70,79,1,0,0,,,,,,,,34,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,,,hypnotizing the teacher,,stealing someone else's ticket,,,calling her a cab,,,,buying his father a tent,rationing their food,sawing Todd’s arm off,,,,,,,,,,,,,,5,,4,,,2,,,,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
100,247,TRUE,,,,,,,,,,,,,0,15,0,,,,,,,32,49,62,31,61,47,,,,,,,,,,,,,44,72,78,,,,73,82,79,68,79,61,,,,,31,Female,Other,black/asian,College Graduate (4 year),Rung 2,,,,,hypnotizing the teacher,,,waving to the parents,honking at the driver until they pull over,,,,,getting another job,,giving Todd her water,asking a friend to take over,,,,,,,,,,,,,3,,,6,2,,,,,1,,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,
100,126,TRUE,25,17,12,,,,33,0,0,,,,95,100,100,,,,,,,0,0,0,,,,,,,89,100,100,,,,,,,,,,,,,,,,,,,81,100,84,,31,Female,White / Caucasian,,Some College,Rung 3,committing credit card fraud,,overcharging the next customers,,quickly trying to redo the assignment,,,reading his mind,,,checking that the doors are locked,,,,,,,carrying her competitor on her sled,,,,,,,,6,,5,,3,,,1,,,2,,,,,,,4,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
100,195,TRUE,92,83,97,,,,28,39,39,,,,,,,,,,,,,,,,11,1,3,,,,,,,8,1,3,,,,,,,,,,25,27,27,,,,62,96,64,,55,Female,White / Caucasian,,Master's Degree (MS),Rung 3,switching insurance plans,,paying the money from his own wallet,,,,,,ramming into the car,,,hiding the knife in someone else's bag,,,,leaving Todd to save herself,,carrying her competitor on her sled,,,,,,,,2,,6,,,,,,1,,,3,,,,5,,4,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,
100,234,TRUE,,,,,,,,,,90,100,100,100,100,100,,,,0,0,0,,,,,,,,,,0,0,0,,,,0,0,0,,,,,,,,,,,,,9,5,1,,67,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,,paying for a day-pass to the gym,calling her mom,,pretending they are conjoined twins,,,,slashing the tires,,stealing someone else’s ring,,,,,leaving her dogs with him,,,,,,,,,,,4,3,,5,,,,1,,2,,,,,6,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,218,TRUE,,,,,,,,,,,,,10,0,0,,,,20,95,20,4,60,0,40,100,82,,,,4,30,12,,,,,,,,,,,,,,,,,,,26,100,64,,43,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,,,lying that her house burnt down,,giving her ticket to Ted,making cat noises at him until he leaves,honking at the driver until they pull over,,slashing the tires,,,,,,,carrying her competitor on her sled,,,,,,,,,,,,2,,3,1,4,,6,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
100,156,TRUE,94,93,93,,,,,,,,,,,,,91,91,75,,,,,,,76,50,72,,,,,,,,,,91,71,69,,,,8,2,0,81,81,92,,,,,,,,25,Female,White / Caucasian,,Some College,Rung 2,starting a fundraiser,,,,,boosting morale with a three-legged race,,,tailgating the car,,,,calling the taxi company,,serving engine fuel to the passengers,giving Todd her water,,,,,,,,,,4,,,,,3,,,2,,,,6,,5,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
100,166,TRUE,71,93,58,,,,,,,87,83,86,,,,,,,75,86,89,,,,,,,25,0,0,74,100,82,,,,,,,,,,,,,,,,,,,85,100,79,,35,Male,White / Caucasian,,"Professional Degree (MD, JD, etc.)",Rung 4,searching for the medication on the black market,,,lying that she left her card inside,,,trying to buy a ticket off another person,,,stealing whatever she has on her,asking to use the mall's loudspeaker,,,,,,,carrying her competitor on her sled,,,,,,,,3,,,4,,,2,,,1,5,,,,,,,6,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
100,217,TRUE,,,,,,,20,10,13,,,,,,,10,11,12,,,,24,55,15,58,89,84,,,,,,,47,47,24,,,,,,,,,,,,,,,,24,16,15,,31,Female,Black / African American,,High School or equivalent,Rung 3,,,getting an advance payday loan,,,throwing away all of the food,,making cat noises at him until he leaves,pulling over and calling 911,,,asking to check the knife,,,,,,leaving her dogs with him,,,,,,,,,,3,,,6,,2,5,,,4,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,193,TRUE,,,,5,100,5,1,100,0,,,,,,,,,,,,,5,100,5,10,100,5,,,,,,,,,,,,,,,,95,100,100,,,,,,,25,50,50,,38,Male,White / Caucasian,,Master's Degree (MS),Rung 7,,trying to convince a passing driver to trade cars,selling one of his kidneys,,,,,making cat noises at him until he leaves,honking an angry message in Morse code,,,,,,requesting supplies to be airdropped,,,leaving her dogs with him,,,,,,,,,5,1,,,,,6,4,,,,,,3,,,2,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1
100,227,TRUE,80,90,80,5,1,1,,,,,,,,,,95,100,100,60,65,75,,,,,,,0,0,0,,,,,,,,,,,,,20,5,5,,,,,,,,,,,27,Male,Asian / Pacific Islander,,College Graduate (4 year),Rung 4,starting a fundraiser,stealing a passing driver's car,,,,collecting wood to start a fire,going without Ted,,,turning invisible,,,,,selling all the food to the highest bidder,,,,,,,,,,,3,5,,,,2,6,,,4,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
100,245,TRUE,,,,49,65,67,,,,50,60,63,,,,,,,,,,51,62,62,67,48,53,56,74,63,,,,,,,,,,,,,,,,,,,47,64,65,,,,,28,Male,White / Caucasian,,College Graduate (4 year),Rung 8,,rescheduling for a later flight,,borrowing someone's phone,,,,reading his mind,taking a detour at the next exit,refusing to drive her,,,,,,,locking up the store,,,,,,,,,,1,,6,,,,4,5,3,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
100,233,TRUE,19,2,34,0,0,0,,,,,,,,,,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,16,18,22,0,0,2,,,,,,,,,,,45,Female,White / Caucasian,,College Graduate (4 year),Rung 7,committing credit card fraud,stealing a passing driver's car,,,,throwing away all of the food,pretending they are conjoined twins,,,,,,,pitching his situation to a reality TV network,selling all the food to the highest bidder,,,,,,,,,,,3,1,,,,4,2,,,,,,,5,6,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
100,229,TRUE,70,100,90,,,,,,,,,,,,,100,100,100,,,,90,90,90,50,90,90,,,,100,100,90,,,,,,,,,,,,,1,49,1,,,,,,,,57,Male,White / Caucasian,,Some College,Rung 6,taking out a loan,,,,,searching for a water source,,keeping an eye on him,pulling over and calling 911,,checking that the doors are locked,,,,,sawing Todd’s arm off,,,,,,,,,,4,,,,,6,,5,1,,2,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
100,222,TRUE,,,,,,,,,,94,100,100,100,95,100,,,,75,95,95,,,,,,,0,0,0,,,,,,,,,,90,100,100,95,100,100,,,,,,,,,,,31,Female,White / Caucasian,,College Graduate (4 year),Rung 3,,,,paying for a day-pass to the gym,bringing in the assignment the next day,,trying to buy a ticket off another person,,,turning invisible,,,,moving into his father’s apartment,organizing a fishing crew,,,,,,,,,,,,,,6,3,,5,,,4,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
100,182,TRUE,3,0,0,,,,60,50,60,,,,,,,,,,,,,25,55,50,0,0,0,,,,,,,90,100,90,,,,,,,,,,,,,,,,0,0,0,,37,Male,White / Caucasian,,Master's Degree (MS),Rung 7,committing credit card fraud,,paying the money from his own wallet,,,,,waving to the parents,ramming into the car,,,storing the knife in an airport locker,,,,,,hiding him in the snow,,,,,,,,4,,1,,,,,2,6,,,5,,,,,,3,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
100,256,TRUE,,,,,,,71,70,62,,,,,,,,,,,,,,,,50,72,73,29,30,14,11,2,2,89,91,90,,,,,,,0,2,1,,,,,,,,,,,35,Male,White / Caucasian,,High School or equivalent,Rung 5,,,explaining the situation to his boss,,,,,,pulling over and calling 911,taking her to his house but no further,slashing the tires,storing the knife in an airport locker,,,throwing disobedient passengers off the boat,,,,,,,,,,,,,4,,,,,,3,1,2,5,,,6,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
100,182,TRUE,,,,8,28,2,,,,35,2,10,,,,89,95,94,,,,,,,,,,,,,43,87,45,,,,75,91,19,,,,,,,,,,21,10,10,,,,,54,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,trying to convince a passing driver to trade cars,,lying that she left her card inside,,collecting wood to start a fire,,,,,checking that the doors are locked,,borrowing their mom’s wedding ring,,,,asking a friend to take over,,,,,,,,,,3,,6,,4,,,,,5,,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
100,227,TRUE,,,,,,,,,,50,100,82,2,0,1,,,,,,,,,,,,,9,0,0,,,,,,,,,,0,0,0,,,,19,40,41,92,92,92,,,,,58,Female,White / Caucasian,,College Graduate (4 year),Rung 7,,,,borrowing someone's phone,lying that her house burnt down,,,,,stealing whatever she has on her,,,,abandoning his father,,leaving Todd to save herself,calling his lawyer,,,,,,,,,,,,3,4,,,,,1,,,,2,,6,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,
100,156,TRUE,81,100,41,,,,30,9,2,70,100,80,,,,,,,,,,0,0,0,,,,,,,10,10,0,,,,,,,,,,0,0,0,,,,,,,,,,,24,Male,Other,Asian-American,Some College,Rung 3,searching for the medication on the black market,,overcharging the next customers,renewing her membership,,,,reading his mind,,,slashing the tires,,,,throwing disobedient passengers off the boat,,,,,,,,,,,1,,2,6,,,,4,,,5,,,,3,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
100,149,TRUE,,,,,,,,,,,,,,,,,,,0,0,0,,,,100,85,100,,,,,,,,,,0,0,15,92,100,100,90,91,95,62,9,76,,,,,,,,30,Other,Black / African American,,College Graduate (4 year),Rung 2,,,,,,,teleporting into the concert,,honking at the driver until they pull over,,,,running away,getting another job,organizing a fishing crew,yelling at Todd for getting stuck,,,,,,,,,,,,,,,,3,,2,,,,6,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
100,74,TRUE,71,1,1,,,,,,,,,,,,,,,,,,,25,1,1,,,,,,,,,,,,,1,1,1,,,,35,1,1,17,1,1,,,,50,49,1,,37,Female,White / Caucasian,,College Graduate (4 year),Rung 1 (Bottom Rung),searching for the medication on the black market,,,,,,,waving to the parents,,,,,stealing someone else’s ring,,serving engine fuel to the passengers,sawing Todd’s arm off,,finishing the race,,,,,,,,3,,,,,,,6,,,,,5,,1,2,,4,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,
100,145,TRUE,,,,,,,50,54,50,,,,,,,52,82,81,48,45,45,,,,,,,,,,1,49,49,12,6,8,,,,,,,51,45,46,,,,,,,,,,,24,Male,White / Caucasian,,College Graduate (4 year),Rung 5,,,staging a robbery,,,searching for a water source,pretending they are conjoined twins,,,,pouring water on the car to cool it,pretending the knife is part of a hip replacement,,,rationing their food,,,,,,,,,,,,,2,,,3,6,,,,1,4,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
100,177,TRUE,9,50,25,80,65,60,45,55,35,,,,,,,,,,,,,10,20,10,,,,,,,,,,,,,100,100,95,,,,,,,,,,90,100,90,,,,,34,Female,White / Caucasian,,Vocational/Technical School (2 year),Rung 4,going on strike for better wages,calling a taxi,getting an advance payday loan,,,,,tackling him and holding him down,,,,,calling the taxi company,,,,calling his lawyer,,,,,,,,,2,6,1,,,,,5,,,,,4,,,,3,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
100,150,TRUE,,,,100,88,87,,,,74,87,74,,,,,,,,,,,,,84,87,78,30,26,30,,,,76,82,77,,,,66,81,80,,,,,,,,,,,,,,30,Male,White / Caucasian,,College Graduate (4 year),Rung 7,,stealing a passing driver's car,,renewing her membership,,,,,taking a detour at the next exit,calling her a cab,,storing the knife in an airport locker,,pitching his situation to a reality TV network,,,,,,,,,,,,,5,,4,,,,,1,2,,3,,6,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
100,166,TRUE,100,100,100,90,100,100,,,,,,,,,,,,,5,0,0,80,100,95,,,,70,100,100,,,,,,,,,,100,100,100,,,,,,,,,,,,,,28,Female,White / Caucasian,,Master's Degree (MS),Rung 5,switching insurance plans,taking a public bus,,,,,stealing someone else's ticket,waving to the parents,,calling her a cab,,,,moving into his father’s apartment,,,,,,,,,,,,3,6,,,,,1,5,,4,,,,2,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,295,TRUE,,,,70,100,100,0,0,0,,,,0,0,0,,,,90,100,100,,,,,,,,,,81,100,100,,,,,,,,,,,,,,,,,,,1,1,1,,49,Female,White / Caucasian,,College Graduate (4 year),Rung 8,,calling a taxi,selling one of his kidneys,,lying that her house burnt down,,trying to buy a ticket off another person,,,,asking to use the mall's loudspeaker,,,,,,,leaving her dogs with him,,,,,,,,,1,5,,6,,2,,,,3,,,,,,,4,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
100,250,TRUE,,,,,,,51,60,39,,,,60,100,61,,,,,,,,,,61,41,26,,,,,,,,,,9,0,10,,,,,,,40,0,0,,,,50,0,1,,61,Male,,,High School or equivalent,Rung 5,,,getting an advance payday loan,,quickly trying to redo the assignment,,,,honking an angry message in Morse code,,,,running away,,,getting her arm stuck in solidarity,,finishing the race,,,,,,,,,,4,,1,,,,3,,,,6,,,5,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,
100,141,TRUE,,,,,,,,,,82,80,93,,,,70,83,84,,,,,,,,,,5,3,3,,,,34,48,48,,,,,,,,,,,,,33,23,24,1,4,4,,33,Male,White / Caucasian,,Master's Degree (MS),Rung 8,,,,borrowing someone's phone,,huddling to conserve energy,,,,turning invisible,,pretending the knife is part of a hip replacement,,,,,staging a break-in at the store,hiding him in the snow,,,,,,,,,,,5,,6,,,,4,,1,,,,,3,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,
100,183,TRUE,,,,,,,0,0,0,,,,24,0,20,,,,,,,35,80,70,,,,,,,,,,30,100,50,,,,,,,,,,,,,87,92,91,2,0,0,,45,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,,selling one of his kidneys,,copying a friend's assignment,,,waving to the parents,,,,taking a train instead,,,,,locking up the store,hiding him in the snow,,,,,,,,,,4,,3,,,5,,,,6,,,,,1,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,
100,163,TRUE,,,,0,0,0,,,,,,,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,,45,Male,White / Caucasian,,Some College,Rung 5,,demanding that the airline delays the flight,,,calling her mom,collecting wood to start a fire,,,,,,,stealing someone else’s ring,,serving engine fuel to the passengers,,staging a break-in at the store,,,,,,,,,,5,,,4,3,,,,,,,6,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
100,273,TRUE,81,100,95,,,,,,,,,,,,,,,,23,13,9,,,,,,,,,,,,,,,,,,,32,8,11,97,100,100,,,,51,59,28,6,0,0,,56,Male,White / Caucasian,,College Graduate (4 year),Rung 2,going on strike for better wages,,,,,,stealing someone else's ticket,,,,,,,abandoning his father,rationing their food,,locking up the store,finishing the race,,,,,,,,5,,,,,,2,,,,,,,6,3,,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,1,,,,
100,225,TRUE,,,,,,,,,,5,0,0,,,,,,,,,,,,,,,,50,0,0,,,,,,,50,0,20,,,,0,0,0,,,,50,50,50,20,30,5,,61,,White / Caucasian,,College Graduate (4 year),Rung 3,,,,crawling past the front desk,,,,,,stealing whatever she has on her,,,blaming it on the maid of honor,,serving engine fuel to the passengers,,locking up the store,leaving her dogs with him,,,,,,,,,,,3,,,,,,4,,,5,,1,,6,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1
100,286,TRUE,,,,85,84,91,66,69,13,,,,,,,,,,64,66,77,,,,,,,,,,66,95,45,29,16,9,,,,,,,,,,,,,90,84,98,,,,,42,Male,White / Caucasian,,College Graduate (4 year),Rung 6,,calling a taxi,getting an advance payday loan,,,,going without Ted,,,,pouring water on the car to cool it,hiding the knife in someone else's bag,,,,,calling his lawyer,,,,,,,,,,2,1,,,,4,,,,6,5,,,,,3,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
100,148,TRUE,,,,90,100,100,,,,,,,70,82,82,,,,,,,,,,,,,50,100,100,,,,1,1,1,,,,,,,,,,10,10,1,,,,1,1,1,,38,Female,White / Caucasian,,Some College,Rung 1 (Bottom Rung),,taking a public bus,,,quickly trying to redo the assignment,,,,,calling her a cab,,hiding the knife in someone else's bag,,,,sawing Todd’s arm off,,hiding him in the snow,,,,,,,,,1,,,3,,,,,5,,4,,,,2,,6,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,
